10	d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Bacteroidia(0.9904),o:Bacteroidales(0.9970),f:Bacteroidales_RF16_group(0.9838),g:Unknown_Genus_1000266(0.9753)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidales_RF16_group,g:Unknown_Genus_1000266	+
11	d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.9248),o:Flavobacteriales(0.8343),f:Flavobacteriaceae(0.8344),g:Flavobacterium(0.1411)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae	+
12	d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Bacteroidia(1.0000),o:Bacteroidales(1.0000),f:Bacteroidaceae(0.9834),g:Bacteroides(0.9764)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	+
13	d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Alphaproteobacteria(0.9248),o:Rhizobiales(0.8063),f:Rhizobiaceae(0.4681),g:Rhizobium(0.3044)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales	+
14	d:Bacteria(1.0000),p:Bacteroidetes(0.9560),c:Flavobacteriia(0.9519),o:Flavobacteriales(0.9707),f:Flavobacteriaceae(0.8971),g:Flavobacterium(0.2159)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae	+
15	d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Betaproteobacteria(0.7867),o:Burkholderiales(0.5481),f:Alcaligenaceae(0.2999),g:Achromobacter(0.0386)	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales	+
16	d:Bacteria(1.0000),p:Firmicutes(0.9582),c:Bacilli(0.9627),o:Bacillales(0.9707),f:Planococcaceae(0.7424),g:Domibacillus(0.8194)	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Domibacillus	+
17	d:Bacteria(1.0000),p:Bacteroidetes(0.9858),c:Sphingobacteriia(0.9793),o:Sphingobacteriales(0.9809),f:Sphingobacteriaceae(0.9843),g:Sphingobacterium(0.8429)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Sphingobacterium	+
18	d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Actinobacteria(1.0000),o:Corynebacteriales(0.9796),f:Nocardiaceae(0.8971),g:Rhodococcus(0.8898)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Rhodococcus	+
19	d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Alphaproteobacteria(0.9801),o:Rhizobiales(0.9771),f:Hyphomicrobiaceae(0.9283),g:Devosia(0.5700)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Devosia	+
20	d:Bacteria(1.0000),p:Actinobacteria(0.9698),c:Actinobacteria(0.9782),o:Micrococcales(0.9720),f:Promicromonosporaceae(0.7424),g:Cellulosimicrobium(0.8194)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Cellulosimicrobium	+
21	d:Bacteria(1.0000),p:Actinobacteria(0.9635),c:Actinobacteria(0.9797),o:Micrococcales(0.9783),f:Micrococcaceae(0.9491),g:Arthrobacter(0.8429)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Arthrobacter	+
22	d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Bacteroidia(0.9775),o:Bacteroidales(0.9834),f:p_2534_18B5_gut_group(0.9836),g:Unknown_Genus_1000280(0.9756)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:p_2534_18B5_gut_group,g:Unknown_Genus_1000280	+
23	d:Bacteria(1.0000),p:Bacteroidetes(0.9764),c:Bacteroidia(0.9573),o:Bacteroidales(0.9720),f:Rikenellaceae(0.9179),g:Rikenellaceae_RC9_gut_group(0.8898)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Rikenellaceae_RC9_gut_group	+
24	d:Bacteria(1.0000),p:Actinobacteria(0.9949),c:Actinobacteria(0.9790),o:Micromonosporales(0.8063),f:Micromonosporaceae(0.7884),g:Pilimelia(0.7470)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Pilimelia	+
25	d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Sphingobacteriia(0.9775),o:Sphingobacteriales(0.9834),f:Sphingobacteriaceae(0.9829),g:Sphingobacterium(0.9132)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Sphingobacterium	+
26	d:Bacteria(1.0000),p:Firmicutes(1.0000),c:Negativicutes(0.9797),o:Selenomonadales(0.9796),f:Acidaminococcaceae(0.9845),g:Phascolarctobacterium(0.9729)	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Acidaminococcaceae,g:Phascolarctobacterium	+
27	d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Gammaproteobacteria(0.9790),o:Xanthomonadales(0.9821),f:Xanthomonadaceae(0.9841),g:Luteimonas(0.2159)	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae	+
28	d:Bacteria(1.0000),p:Proteobacteria(0.9614),c:Alphaproteobacteria(0.9789),o:Sphingomonadales(0.9733),f:Sphingomonadaceae(0.6043),g:Novosphingobium(0.3930)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae	+
29	d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Betaproteobacteria(0.9775),o:Burkholderiales(0.9758),f:Comamonadaceae(0.9387),g:Pseudorhodoferax(0.6585)	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Pseudorhodoferax	+
30	d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidia(0.9046),o:Bacteroidales(0.8063),f:Rikenellaceae(0.7884),g:Alistipes(0.6585)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	+
31	d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:Flavobacteriaceae(0.8804),g:Flavobacterium(0.1411)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae	+
32	d:Bacteria(1.0000),p:Bacteroidetes(0.9614),c:Flavobacteriia(0.9789),o:Flavobacteriales(0.9771),f:Flavobacteriaceae(0.9595),g:Flavobacterium(0.5700)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium	+
33	d:Bacteria(1.0000),p:Proteobacteria(0.9678),c:Alphaproteobacteria(0.9778),o:Rhizobiales(0.9720),f:Rhizobiaceae(0.8971),g:Kaistia(0.9132)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Kaistia	+
34	d:Bacteria(1.0000),p:Proteobacteria(0.9840),c:Gammaproteobacteria(0.9790),o:Pseudomonadales(0.9809),f:Moraxellaceae(0.9843),g:Acinetobacter(0.9367)	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter	+
35	d:Bacteria(1.0000),p:Bacteroidetes(0.9770),c:Bacteroidia(0.9801),o:Bacteroidales(0.9783),f:Rikenellaceae(0.9803),g:Alistipes(0.9731)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	+
36	d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Bacteroidia(0.9904),o:Bacteroidales(0.9970),f:Prevotellaceae(0.9803),g:Prevotellaceae_UCG_004(0.9741)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_UCG_004	+
37	d:Archaea(1.0000),p:Euryarchaeota(0.9913),c:Methanobacteria(0.9848),o:Methanobacteriales(0.9950),f:Methanobacteriaceae(0.9957),g:Methanobrevibacter(0.9751)	d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales,f:Methanobacteriaceae,g:Methanobrevibacter	+
38	d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Bacteroidia(1.0000),o:Bacteroidales(1.0000),f:Prevotellaceae(0.9834),g:Prevotellaceae_UCG_004(0.9764)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_UCG_004	+
39	d:Bacteria(1.0000),p:Actinobacteria(0.9718),c:Actinobacteria(0.9778),o:Propionibacteriales(0.9796),f:Nocardioidaceae(0.9845),g:Mumia(0.9729)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Mumia	+
40	d:Bacteria(1.0000),p:Bacteroidetes(0.9656),c:Bacteroidia(0.8103),o:Bacteroidales(0.6943),f:Bacteroidaceae(0.2999),g:Bacteroides(0.0386)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales	+
41	d:Bacteria(1.0000),p:Spirochaetae(0.9877),c:Spirochaetes(0.9842),o:Spirochaetales(0.9929),f:Spirochaetaceae(0.9940),g:Treponema_2(0.9943)	d:Bacteria,p:Spirochaetae,c:Spirochaetes,o:Spirochaetales,f:Spirochaetaceae,g:Treponema_2	+
42	d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Cytophagia(0.7396),o:Cytophagales(0.6396),f:Cyclobacteriaceae(0.3412),g:Aquiflexum(0.0212)	d:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales	+
43	d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Betaproteobacteria(0.9356),o:Burkholderiales(0.6701),f:Alcaligenaceae(0.5583),g:Advenella(0.2159)	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae	+
44	d:Bacteria(1.0000),p:Firmicutes(0.9877),c:Clostridia(0.9786),o:Clostridiales(0.9826),f:Clostridiaceae_1(0.8804),g:Clostridium_sensu_stricto_1(0.7470)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto_1	+
45	d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Bacteroidia(0.9848),o:Bacteroidales(0.9950),f:Rikenellaceae(0.9957),g:Alistipes(0.9756)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Alistipes	+
46	d:Bacteria(1.0000),p:Actinobacteria(0.9646),c:Actinobacteria(0.9789),o:Streptosporangiales(0.9182),f:Streptosporangiaceae(0.8344),g:Streptosporangium(0.8663)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptosporangiales,f:Streptosporangiaceae,g:Streptosporangium	+
47	d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Bacteroidia(1.0000),o:Bacteroidales(1.0000),f:Prevotellaceae(0.9836),g:Prevotellaceae_UCG_004(0.9751)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_UCG_004	+
48	d:Bacteria(1.0000),p:Fibrobacteres(0.9624),c:Fibrobacteria(0.9801),o:Fibrobacterales(0.9783),f:Fibrobacteraceae(0.6043),g:Fibrobacter(0.3044)	d:Bacteria,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae	+
49	d:Bacteria(1.0000),p:Bacteroidetes(0.9804),c:Sphingobacteriia(0.9681),o:Sphingobacteriales(0.9745),f:Sphingobacteriaceae(0.9595),g:Pedobacter(0.4815)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae	+
50	d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Bacteroidia(0.6106),o:Bacteroidales(0.4582),f:Rikenellaceae(0.2999),g:Rikenellaceae_RC9_gut_group(0.0283)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia	+
51	d:Bacteria(1.0000),p:Firmicutes(0.9603),c:Clostridia(0.9735),o:Clostridiales(0.9758),f:Christensenellaceae(0.9699),g:Christensenellaceae_R_7_group(0.9739)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group	+
52	d:Bacteria(1.0000),p:Firmicutes(0.9656),c:Clostridia(0.9790),o:Clostridiales(0.9821),f:Family_XI_1936(0.8804),g:Tissierella(0.4815)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Family_XI_1936	+
53	d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Bacteroidia(0.4939),o:Bacteroidales(0.2819),f:Prevotellaceae(0.0428),g:Prevotella_1(0.0011)	d:Bacteria,p:Bacteroidetes	+
54	d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Bacteroidia(1.0000),o:Bacteroidales(1.0000),f:Prevotellaceae(1.0000),g:Prevotellaceae_UCG_003(0.9772)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_UCG_003	+
55	d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Actinobacteria(1.0000),o:Micrococcales(0.9830),f:Microbacteriaceae(0.9595),g:Microbacterium(0.8898)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium	+
56	d:Bacteria(1.0000),p:Firmicutes(0.9560),c:Clostridia(0.9519),o:Clostridiales(0.9707),f:Ruminococcaceae(0.8344),g:Ruminococcaceae_NK4A214_group(0.2159)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae	+
57	d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Xanthomonadales(0.9836),f:Xanthomonadaceae(0.9827),g:Stenotrophomonas(0.8663)	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas	+
58	d:Bacteria(1.0000),p:Firmicutes(1.0000),c:Clostridia(1.0000),o:Clostridiales(0.9834),f:Ruminococcaceae(0.9829),g:Ruminococcaceae_UCG_010(0.9751)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:Ruminococcaceae_UCG_010	+
59	d:Bacteria(1.0000),p:Bacteroidetes(0.9705),c:Bacteroidia(0.9778),o:Bacteroidales(0.9830),f:Porphyromonadaceae(0.9836),g:uncultured_959(0.9746)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:uncultured_959	+
60	d:Bacteria(1.0000),p:Bacteroidetes(0.9877),c:Bacteroidia(0.9786),o:Bacteroidales(0.9826),f:Rikenellaceae(0.9841),g:Rikenellaceae_RC9_gut_group(0.9751)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Rikenellaceae,g:Rikenellaceae_RC9_gut_group	+
61	d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Alphaproteobacteria(0.9786),o:Sphingomonadales(0.9826),f:Sphingomonadaceae(0.9699),g:Sphingomonas(0.9729)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	+
62	d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Alphaproteobacteria(0.9735),o:Rhizobiales(0.9720),f:Phyllobacteriaceae(0.8971),g:Aminobacter(0.6585)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Aminobacter	+
63	d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidia(0.9248),o:Bacteroidales(0.8343),f:Prevotellaceae(0.7424),g:Prevotellaceae_UCG_003(0.5700)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotellaceae_UCG_003	+
64	d:Bacteria(1.0000),p:Bacteroidetes(0.9777),c:Sphingobacteriia(0.9573),o:Sphingobacteriales(0.9720),f:Sphingobacteriaceae(0.9387),g:Pedobacter(0.1411)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae	+
65	d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Bacteroidia(0.4405),o:Bacteroidales(0.2539),f:Bacteroidaceae(0.0243),g:Bacteroides(0.0011)	d:Bacteria,p:Bacteroidetes	+
66	d:Bacteria(1.0000),p:Bacteroidetes(0.9744),c:Sphingobacteriia(0.9410),o:Sphingobacteriales(0.9182),f:Sphingobacteriaceae(0.7884),g:Sphingobacterium(0.2159)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae	+
67	d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Bacteroidia(1.0000),o:Bacteroidales(1.0000),f:Prevotellaceae(0.9827),g:Prevotella_1(0.9739)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella_1	+
68	d:Bacteria(1.0000),p:Bacteroidetes(0.6371),c:Bacteroidia(0.4405),o:Bacteroidales(0.2539),f:Prevotellaceae(0.0428),g:Prevotella_1(0.0014)	d:Bacteria,p:Bacteroidetes	+
69	d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Cytophagia(0.6254),o:Cytophagales(0.5288),f:Cytophagaceae(0.2733),g:Unknown_Genus_1000295(0.0061)	d:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales	+
70	d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Flavobacteriia(0.9793),o:Flavobacteriales(0.9809),f:Flavobacteriaceae(0.9843),g:Unknown_Genus_1000314(0.5700)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Unknown_Genus_1000314	+
71	d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Bacteroidia(0.7396),o:Bacteroidales(0.6396),f:Rikenellaceae(0.4681),g:Alistipes(0.1411)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales	+
72	d:Bacteria(1.0000),p:Firmicutes(0.9230),c:Clostridia(0.9248),o:Clostridiales(0.8343),f:Clostridiaceae_1(0.6043),g:Clostridium_sensu_stricto_3(0.1118)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1	+
73	d:Bacteria(1.0000),p:Actinobacteria(0.9691),c:Actinobacteria(0.9778),o:Micrococcales(0.9707),f:Cellulomonadaceae(0.8344),g:Cellulomonas(0.8663)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Cellulomonadaceae,g:Cellulomonas	+
74	d:Bacteria(1.0000),p:Firmicutes(0.9560),c:Clostridia(0.9519),o:Clostridiales(0.9707),f:Christensenellaceae(0.9283),g:Christensenellaceae_R_7_group(0.9729)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Christensenellaceae,g:Christensenellaceae_R_7_group	+
75	d:Bacteria(1.0000),p:Firmicutes(0.9770),c:Clostridia(0.9735),o:Clostridiales(0.9758),f:Ruminococcaceae(0.9387),g:_Eubacterium__coprostanoligenes_group(0.9132)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,g:_Eubacterium__coprostanoligenes_group	+
76	d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Alphaproteobacteria(0.9801),o:Sphingomonadales(0.9783),f:Sphingomonadaceae(0.9283),g:Sphingomonas(0.9601)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas	+
77	d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Bacteroidia(0.9848),o:Bacteroidales(0.9950),f:Bacteroidaceae(0.9845),g:Bacteroides(0.9746)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	+
78	d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Sphingobacteriia(0.9801),o:Sphingobacteriales(0.9783),f:Chitinophagaceae(0.9491),g:Taibaiella(0.9367)	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Taibaiella	+
79	d:Bacteria(1.0000),p:Actinobacteria(0.9698),c:Actinobacteria(0.9778),o:Micrococcales(0.9771),f:Promicromonosporaceae(0.9387),g:Promicromonospora(0.9601)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Promicromonospora	+
80	d:Bacteria(1.0000),p:Bacteroidetes(0.9539),c:Flavobacteriia(0.9410),o:Flavobacteriales(0.9182),f:Flavobacteriaceae(0.9075),g:uncultured_1216(0.1264)	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae	+
81	d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Xanthomonadales(1.0000),f:Xanthomonadaceae(1.0000),g:Stenotrophomonas(0.9736)	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas	+
82	d:Bacteria(1.0000),p:Actinobacteria(0.7992),c:Coriobacteriia(0.7396),o:Coriobacteriales(0.6396),f:Coriobacteriaceae(0.4681),g:Coriobacteriaceae_UCG_002(0.0679)	d:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:Coriobacteriales	+
83	d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Alphaproteobacteria(0.9735),o:Rhizobiales(0.9462),f:Phyllobacteriaceae(0.9075),g:Aminobacter(0.6585)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Aminobacter	+
84	d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.9573),o:Pseudomonadales(0.9720),f:Pseudomonadaceae(0.9387),g:Pseudomonas(0.9601)	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas	+
85	d:Bacteria(1.0000),p:Firmicutes(0.9949),c:Clostridia(0.9904),o:Clostridiales(0.9970),f:Lachnospiraceae(0.9829),g:Cellulosilyticum(0.9764)	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Cellulosilyticum	+
86	d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Bacteroidia(0.6106),o:Bacteroidales(0.3877),f:Rikenellaceae(0.2467),g:Rikenellaceae_RC9_gut_group(0.0140)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia	+
87	d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Alphaproteobacteria(0.9735),o:Rhodobacterales(0.7503),f:Rhodobacteraceae(0.6964),g:Defluviimonas(0.5700)	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Defluviimonas	+
88	d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Bacteroidia(0.9904),o:Bacteroidales(0.9970),f:Bacteroidaceae(0.9836),g:Bacteroides(0.9756)	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides	+
89	d:Bacteria(1.0000),p:Actinobacteria(0.9678),c:Actinobacteria(0.9778),o:Streptosporangiales(0.9758),f:Nocardiopsaceae(0.9699),g:Nocardiopsis(0.9601)	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptosporangiales,f:Nocardiopsaceae,g:Nocardiopsis	+
