	SAMPLE_112509	SAMPLE_112508	SAMPLE_112525	SAMPLE_112524	SAMPLE_112523	SAMPLE_112522	SAMPLE_112521	SAMPLE_112520	SAMPLE_112501	SAMPLE_112500	SAMPLE_112503	SAMPLE_112502	SAMPLE_112505	SAMPLE_112504	SAMPLE_112507	SAMPLE_112506	SAMPLE_112488	SAMPLE_112489	SAMPLE_112533	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112479	SAMPLE_112478	SAMPLE_112538	SAMPLE_112527	SAMPLE_112526	SAMPLE_112530	SAMPLE_112531	SAMPLE_112518	SAMPLE_112519	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112512	SAMPLE_112513	SAMPLE_112510	SAMPLE_112511	SAMPLE_112516	SAMPLE_112514	SAMPLE_112515	SAMPLE_112475	SAMPLE_112474	SAMPLE_112477	SAMPLE_112476	SAMPLE_112529	SAMPLE_112499	SAMPLE_112498	SAMPLE_112497	SAMPLE_112496	SAMPLE_112495	SAMPLE_112494	SAMPLE_112493	SAMPLE_112492	SAMPLE_112491	SAMPLE_112490	SAMPLE_112528	SAMPLE_112532
SAMPLE_112503	0.52438882807	0.641465494621	0.557972714177	0.501772667165	0.5785956275	0.73529125696	0.749617842294	0.677179028813	0.486672026892	0.505827128932	0.0	0.445659268652	0.520130458245	0.500430232573	0.488515996233	0.552514842315	0.516575089	0.53119717232	0.546870582096	0.630586981915	0.568168760077	0.607181749274	0.63935077076	0.530637640542	0.491903850411	0.586453546551	0.554683030403	0.634867650665	0.614192074392	0.623879797947	0.519181803621	0.593314706465	0.622790697674	0.622755419717	0.721192323145	0.683697337176	0.541439833093	0.484405149744	0.449157701767	0.606903962895	0.519300013088	0.528863803869	0.442042590425	0.615646855368	0.713527096955	0.544673293209	0.389563668677	0.651009854449	0.631631769765	0.644531346193	0.685704863337	0.661561658737	0.488131688577	0.450936038908	0.455990489601	0.498657675364	0.476696625546	0.515832797044	0.508773070364	0.495264300538	0.501562401201	0.599559070351	0.67120411849	0.525810955595
SAMPLE_112502	0.457518110426	0.66467115874	0.513321538956	0.483870151583	0.559518508102	0.73482075647	0.749781695612	0.665190928564	0.430344789655	0.436213556355	0.445659268652	0.0	0.4895779247	0.442219986401	0.443671755404	0.54359725968	0.497438790425	0.495568546889	0.556261701326	0.624101938098	0.527962572332	0.582991827001	0.634890989134	0.528063224558	0.518650714112	0.563576098284	0.57494922413	0.642589027589	0.592609904219	0.653863767148	0.502084290266	0.587171781848	0.604328233152	0.60648802236	0.718061190843	0.711384406383	0.521853749167	0.526015187251	0.412333005408	0.630011402102	0.464432394797	0.52810650234	0.432595165598	0.616500234946	0.717431854223	0.535802018525	0.436730742374	0.618546083029	0.608633000062	0.611107595795	0.650875661505	0.676495036692	0.4377966334	0.441109109575	0.429963361315	0.521800479499	0.472775423412	0.504687770874	0.497701064633	0.444919201034	0.484884296762	0.575703688596	0.643508829313	0.514936905472
SAMPLE_112505	0.550301572356	0.729015452985	0.634405194	0.562632536559	0.664848806671	0.802813361242	0.807673574691	0.704843725271	0.443113876017	0.589423882102	0.520130458245	0.4895779247	0.0	0.500636365216	0.48608689548	0.635699925509	0.492426602838	0.444815948135	0.535549760123	0.508673711919	0.549389914288	0.510272391445	0.570216335156	0.496265568434	0.504065937488	0.544638197049	0.494097394158	0.547177166721	0.519103313789	0.696245265808	0.484107243466	0.532077346679	0.693336259062	0.707119454984	0.789362284931	0.788710505585	0.533485377777	0.54497212836	0.487146897723	0.697515314382	0.47105951824	0.59386192723	0.511915184072	0.736444598764	0.799427669157	0.629269337421	0.541494828506	0.540980555247	0.561574792828	0.555669721294	0.622719131285	0.614613710831	0.403282366453	0.48422019677	0.442385492746	0.539787631387	0.425432782084	0.463440505305	0.545373205753	0.477235913021	0.502839241861	0.528793256508	0.666079251294	0.529235624887
SAMPLE_112504	0.516976264673	0.630903164893	0.547417883034	0.495087879999	0.594462687722	0.731680135076	0.749384675554	0.702196846561	0.435164840218	0.503044493368	0.500430232573	0.442219986401	0.500636365216	0.0	0.428168427963	0.524099812696	0.548439499249	0.494949399503	0.554214989237	0.639492142941	0.582482858515	0.57402427136	0.605593928934	0.584785024445	0.548449016883	0.520989080851	0.610094611632	0.591736094748	0.616654923792	0.641297247617	0.545815662426	0.573752705898	0.582826716298	0.618939973483	0.724082473293	0.69718811677	0.547851084198	0.54181934352	0.413865920044	0.638700843015	0.516782182579	0.549974064097	0.477332192635	0.632610946125	0.72135905982	0.524989269179	0.489690410756	0.609401451623	0.62380167411	0.663514254127	0.671136238743	0.604405035879	0.498301467585	0.449439556257	0.495195535969	0.543951527264	0.51522190457	0.538636161167	0.51084715459	0.510122350841	0.506477112788	0.59041325444	0.676011839444	0.515115329649
SAMPLE_112507	0.537848036889	0.632951809486	0.567176131888	0.485305526325	0.612640855057	0.760966995459	0.770556972857	0.714675269911	0.431520368969	0.521299453619	0.488515996233	0.443671755404	0.48608689548	0.428168427963	0.0	0.584491423136	0.521361012728	0.475193848814	0.559528376942	0.618309123287	0.57979976579	0.547621496737	0.599648106151	0.588961296999	0.55994350671	0.523316121629	0.589155771376	0.593209035032	0.594520499527	0.685151865816	0.554183573048	0.536226071486	0.614980422032	0.65619514373	0.758290397734	0.715015755421	0.466039808544	0.504097448453	0.487032878496	0.626823880903	0.500171144562	0.532928361896	0.479278928713	0.677207970571	0.724311597065	0.555435634244	0.494550818462	0.602179097058	0.606387457803	0.623262982862	0.649129151105	0.608070866787	0.481236149854	0.470119420502	0.496548885372	0.498363662632	0.443173190878	0.537360289855	0.511773874977	0.51862062082	0.502851602638	0.584048979971	0.703043905891	0.52081521611
SAMPLE_112506	0.534086506412	0.539720074604	0.46869313324	0.517269136811	0.456233675728	0.562435247607	0.589682971747	0.657680205768	0.536403202259	0.470817463478	0.552514842315	0.54359725968	0.635699925509	0.524099812696	0.584491423136	0.0	0.651177076194	0.652251862938	0.637396731536	0.740053379745	0.691670341829	0.721224991975	0.744590320304	0.699954486489	0.653177565269	0.683040778775	0.708303891888	0.732502329552	0.742958908263	0.620199716133	0.656576077893	0.680765468421	0.574881149606	0.544071338004	0.558357743391	0.581647996976	0.617707523076	0.620274133979	0.532713750278	0.65769740272	0.622297112331	0.515488486868	0.471492110244	0.514066098531	0.567630061881	0.45828838891	0.493552317811	0.758741911614	0.732024787901	0.758300096381	0.769242691446	0.716659120632	0.636418590964	0.539920556474	0.614114870119	0.616421671775	0.642149717162	0.672702421759	0.601575408804	0.637406481011	0.615151960274	0.72224627998	0.643068451754	0.587121780211
SAMPLE_112488	0.59480147058	0.762149383616	0.659146694196	0.617401135235	0.690618754518	0.83307545701	0.831603486042	0.743258713591	0.521037991744	0.584631389909	0.516575089	0.497438790425	0.492426602838	0.548439499249	0.521361012728	0.651177076194	0.0	0.444072525009	0.528690392642	0.507683259012	0.467441131162	0.48958899758	0.519817520677	0.420324421926	0.427870724988	0.494249592566	0.460246108206	0.537448353897	0.509819567397	0.700880360323	0.446230372084	0.504265158717	0.713706990637	0.717869668798	0.813078606433	0.8130483206	0.569612590477	0.480714410462	0.520323941222	0.659558657223	0.521862523333	0.614089497275	0.592411066339	0.7472256779	0.804546921326	0.664259870792	0.590095144488	0.487437995016	0.505357908857	0.510488694631	0.555247873234	0.585314595142	0.457985403371	0.521040655685	0.439283010508	0.54436588449	0.471078501192	0.465157237125	0.501928424253	0.423781174047	0.462742572276	0.485664332434	0.726084071311	0.554432565649
SAMPLE_112489	0.583059233853	0.752606083818	0.637800669745	0.568618663965	0.681316794864	0.825145784905	0.831700556054	0.741204535903	0.470841566732	0.568419613831	0.53119717232	0.495568546889	0.444815948135	0.494949399503	0.475193848814	0.652251862938	0.444072525009	0.0	0.527557236459	0.504103451892	0.491202939005	0.421935731715	0.533787607218	0.46111112456	0.473770304481	0.439876909734	0.467750478069	0.505589359148	0.486732895681	0.693994818822	0.464939115247	0.48883639384	0.688918503953	0.72126433346	0.814549753801	0.801004422425	0.517455149425	0.509346101193	0.481978983976	0.663475021323	0.541559818073	0.597412737432	0.57711516015	0.744769514498	0.809283142106	0.647113677446	0.550254232862	0.467381756843	0.507825035831	0.519307902189	0.570831778769	0.563221145123	0.466083979596	0.480886096262	0.454289649733	0.521957005229	0.440886795263	0.456695815381	0.428134981082	0.423130367636	0.49870379656	0.494476224784	0.696899927528	0.527119532932
SAMPLE_112533	0.596816714859	0.738008698869	0.655693198289	0.607227738762	0.683118487508	0.814817952911	0.823727069141	0.726807396281	0.562688233387	0.624023564551	0.546870582096	0.556261701326	0.535549760123	0.554214989237	0.559528376942	0.637396731536	0.528690392642	0.527557236459	0.0	0.61569910286	0.591381284818	0.57511794817	0.571241781898	0.55281804743	0.559144902295	0.588902972714	0.564506047881	0.610588317137	0.575483328348	0.686049711674	0.534443397875	0.518617040406	0.692026762346	0.745966829212	0.791491572465	0.789876669035	0.524390157577	0.543004180092	0.538281441238	0.653230070805	0.548968438311	0.569518984318	0.603218736263	0.72769635983	0.804155756135	0.665356483973	0.574139356595	0.614855572458	0.614789797844	0.590175717598	0.578817786783	0.58158008503	0.518909822373	0.557044698962	0.510941884922	0.498154168854	0.548430432808	0.549889875259	0.54482409628	0.52494713919	0.54053083987	0.538105924618	0.691891675955	0.49139981061
SAMPLE_112480	0.706201692601	0.844591292876	0.749552141884	0.704290366444	0.791708628245	0.89923624109	0.9155347557	0.808807133999	0.608415312561	0.710561067632	0.630586981915	0.624101938098	0.508673711919	0.639492142941	0.618309123287	0.740053379745	0.507683259012	0.504103451892	0.61569910286	0.0	0.491400284293	0.456887813491	0.46309870542	0.488122627588	0.476628160584	0.526627000548	0.426680983032	0.449615845744	0.461185690313	0.777081515848	0.518407220478	0.575683064113	0.79253895136	0.803600659337	0.882108271661	0.874672051944	0.649274173043	0.573326535193	0.640687028809	0.749684788435	0.605922338522	0.688502802762	0.696685126795	0.835245819685	0.88775683759	0.745379067245	0.667866588588	0.416587887988	0.43860180752	0.462041804619	0.500289685107	0.595325684846	0.50273215863	0.635792138376	0.557941782803	0.617179094988	0.562322542218	0.522402884518	0.596550010485	0.527317198829	0.592482301472	0.501033164507	0.769327112773	0.636267043376
SAMPLE_112481	0.643318648421	0.808458324335	0.680031620237	0.647697077969	0.718812260437	0.870292078889	0.879016357457	0.780155767332	0.57955932562	0.612726519584	0.568168760077	0.527962572332	0.549389914288	0.582482858515	0.57979976579	0.691670341829	0.467441131162	0.491202939005	0.591381284818	0.491400284293	0.0	0.469870390623	0.529993116149	0.453501670485	0.448667690808	0.47633700233	0.459141132719	0.485148377618	0.471569942151	0.736996765217	0.487766745561	0.535454491478	0.725246493427	0.733852893089	0.8537117002	0.836415032605	0.619496594458	0.541852924397	0.546571099358	0.70582278649	0.575250707825	0.660714630257	0.610215885921	0.783132483381	0.853398949303	0.674602820647	0.6068322138	0.48188460708	0.455631458764	0.491709112484	0.544479737927	0.562092648258	0.486823361091	0.558562673133	0.506428993863	0.613290683288	0.548126823199	0.514152246928	0.517753652395	0.4830688235	0.521585527711	0.502777244362	0.745468750735	0.561373827546
SAMPLE_112482	0.682630222535	0.822370575534	0.704444481696	0.639349824102	0.758102430708	0.886706706335	0.897529371652	0.786989304897	0.572676726257	0.648704644521	0.607181749274	0.582991827001	0.510272391445	0.57402427136	0.547621496737	0.721224991975	0.48958899758	0.421935731715	0.57511794817	0.456887813491	0.469870390623	0.0	0.482721003694	0.459337261681	0.461595943208	0.450043126731	0.44252121431	0.451052892152	0.433279682771	0.747615207313	0.49648729175	0.519102246152	0.751280847437	0.778118052752	0.869832044452	0.862694586317	0.59940312988	0.55738455507	0.573568304534	0.729398944071	0.587237551569	0.655821982299	0.634451175412	0.817606917101	0.872007841856	0.722883458409	0.633674683926	0.421047548875	0.44904716213	0.48184221515	0.513167691793	0.561149667176	0.505431758089	0.580963503919	0.513951990249	0.576559323648	0.489723981327	0.487338135365	0.512879279728	0.489948468341	0.558613927525	0.493171106901	0.756737198555	0.595489041761
SAMPLE_112483	0.707450682533	0.842429717487	0.757767591412	0.695727864612	0.794494728305	0.899698978347	0.91681860402	0.819199354218	0.620858884365	0.718005215947	0.63935077076	0.634890989134	0.570216335156	0.605593928934	0.599648106151	0.744590320304	0.519817520677	0.533787607218	0.571241781898	0.46309870542	0.529993116149	0.482721003694	0.0	0.500250462726	0.510787191464	0.521746415086	0.489472561526	0.492022156859	0.467742932619	0.779396655186	0.535898684662	0.517611075819	0.770970472942	0.808632908879	0.882682762649	0.873960000627	0.611066380834	0.587068687108	0.625267066112	0.713985942083	0.627595698999	0.690965886687	0.690439465866	0.834915198478	0.893375399408	0.752277058789	0.672549945916	0.453176744545	0.47889260893	0.499462471921	0.47033622545	0.55001032865	0.544047509206	0.641743042131	0.551511389373	0.541591088792	0.575936664114	0.531734047263	0.597827016853	0.5434536181	0.588832458581	0.460810299407	0.788973960335	0.622945910546
SAMPLE_112484	0.615838816483	0.805813463811	0.69245578496	0.638643293919	0.730184003143	0.866500901716	0.87911703078	0.756680745047	0.548505797042	0.633817310564	0.530637640542	0.528063224558	0.496265568434	0.584785024445	0.588961296999	0.699954486489	0.420324421926	0.46111112456	0.55281804743	0.488122627588	0.453501670485	0.459337261681	0.500250462726	0.0	0.466369229285	0.488016226969	0.390437977284	0.504702155245	0.456182424597	0.723648262042	0.443713162427	0.522164114998	0.7486355444	0.762165049045	0.846375311123	0.8370704978	0.613697535088	0.50966850868	0.552648670018	0.700936761653	0.549032901574	0.638639092722	0.614219037351	0.786799422614	0.854791236027	0.703009129135	0.601528994202	0.464194707542	0.487474352564	0.457022659301	0.54550766353	0.570879536033	0.468042869393	0.556594215724	0.473881532567	0.561229291468	0.4882113202	0.442841480942	0.494726679153	0.451697230123	0.487355331367	0.476909696147	0.719617034655	0.586040979433
SAMPLE_112485	0.648736155564	0.774651014182	0.656088127421	0.616437436376	0.717916786949	0.847361102132	0.855937162608	0.729420956848	0.542102251689	0.594519654577	0.491903850411	0.518650714112	0.504065937488	0.548449016883	0.55994350671	0.653177565269	0.427870724988	0.473770304481	0.559144902295	0.476628160584	0.448667690808	0.461595943208	0.510787191464	0.466369229285	0.0	0.451040143309	0.434275263323	0.487730346963	0.458767942975	0.723853002207	0.449613299712	0.540586420191	0.726171505196	0.741152805401	0.830962711568	0.823802841745	0.572257498932	0.518754901145	0.479802828097	0.664152844392	0.55706769504	0.627321832171	0.570510894834	0.750883030091	0.827509498217	0.666544057671	0.547753601094	0.491256819935	0.479652709533	0.495507171538	0.546037814073	0.592954395245	0.450786738938	0.504046131644	0.432016375901	0.535765206734	0.524199380041	0.493167234706	0.507334126828	0.380504877408	0.510222537549	0.482968246273	0.73494297151	0.552192662766
SAMPLE_112486	0.649874132698	0.780542378888	0.664908055987	0.63078432195	0.729172441897	0.855298101616	0.857346300179	0.782114123609	0.527090500345	0.621079092404	0.586453546551	0.563576098284	0.544638197049	0.520989080851	0.523316121629	0.683040778775	0.494249592566	0.439876909734	0.588902972714	0.526627000548	0.47633700233	0.450043126731	0.521746415086	0.488016226969	0.451040143309	0.0	0.47672623853	0.471750121795	0.46099823438	0.724512441174	0.522210033184	0.525741711267	0.712006666885	0.738045032975	0.847162417327	0.828786142386	0.585992578022	0.526532962681	0.512881577088	0.655176311457	0.579713965693	0.63298056815	0.614494973868	0.756598413548	0.834598938556	0.674193589546	0.608840219883	0.478401632695	0.534153924699	0.518085945711	0.558918246143	0.543937944264	0.486258449927	0.511774610751	0.52064013503	0.554879502122	0.529192029932	0.49184708799	0.472314810225	0.503579070192	0.495937761791	0.521385485153	0.748283657145	0.600357286182
SAMPLE_112487	0.665831246561	0.810615295703	0.706579328586	0.647533324039	0.743427648357	0.87361147072	0.887369743531	0.759144678879	0.575328288541	0.65329414939	0.554683030403	0.57494922413	0.494097394158	0.610094611632	0.589155771376	0.708303891888	0.460246108206	0.467750478069	0.564506047881	0.426680983032	0.459141132719	0.44252121431	0.489472561526	0.390437977284	0.434275263323	0.47672623853	0.0	0.454761499729	0.458255960988	0.739907281516	0.485479570704	0.533726043999	0.763672348046	0.763922452658	0.857010355501	0.850751719395	0.583805543261	0.537147808051	0.560463367146	0.704865102234	0.532754259844	0.648000053451	0.611338538055	0.798667369329	0.867372019156	0.713384185929	0.604692793956	0.437552048595	0.452016396555	0.44111996485	0.50714719438	0.574466065027	0.465952612613	0.584640824997	0.499561641181	0.553958299068	0.522974236711	0.474005000971	0.53911207238	0.473277951882	0.535975082735	0.464766992867	0.741140752165	0.588173050962
