	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_406_8.txt	406	8	43.0	40.0	77.0	35.0	32.0	73.0	31.0	32.0	36.0	24.0	25.0	21.0	27.0	11.0	25.0	24.0	21.0	19.0	19.0	17.0	14.0	29.0	20.0	19.0	12.0	16.0	22.0	23.0	15.0	15.0	20.0	15.0	16.0	20.0	22.0	16.0	18.0	19.0	18.0	18.0	19.0	15.0	18.0	18.0	16.0	20.0	16.0	18.0	20.0	28.0	20.0	23.0	12.0	16.0	8.0	20.0	18.0	19.0	19.0	18.0	8.0
alpha_rarefaction_406_9.txt	406	9	42.0	40.0	78.0	28.0	33.0	80.0	29.0	33.0	34.0	27.0	23.0	21.0	28.0	15.0	18.0	21.0	20.0	19.0	20.0	16.0	11.0	19.0	17.0	23.0	19.0	21.0	26.0	22.0	15.0	22.0	18.0	14.0	18.0	20.0	20.0	18.0	17.0	18.0	18.0	20.0	19.0	16.0	19.0	17.0	16.0	21.0	18.0	17.0	28.0	23.0	22.0	16.0	9.0	19.0	8.0	16.0	24.0	20.0	22.0	20.0	11.0
alpha_rarefaction_505_0.txt	505	0	46.0	38.0	86.0	34.0	38.0	82.0	34.0	28.0	36.0	28.0	30.0	27.0	34.0	13.0	24.0	26.0	22.0	24.0	23.0	17.0	12.0	22.0	20.0	21.0	17.0	20.0	21.0	27.0	22.0	17.0	19.0	18.0	14.0	21.0	20.0	16.0	19.0	16.0	22.0	18.0	23.0	17.0	22.0	20.0	18.0	22.0	19.0	23.0	22.0	26.0	20.0	21.0	11.0	18.0	9.0	17.0	20.0	22.0	22.0	21.0	13.0
alpha_rarefaction_505_1.txt	505	1	40.0	36.0	77.0	36.0	35.0	85.0	35.0	36.0	35.0	29.0	30.0	23.0	35.0	19.0	22.0	25.0	20.0	22.0	23.0	14.0	16.0	22.0	23.0	23.0	20.0	18.0	23.0	25.0	14.0	20.0	22.0	18.0	16.0	24.0	18.0	18.0	18.0	20.0	23.0	21.0	21.0	18.0	20.0	19.0	21.0	21.0	19.0	18.0	22.0	25.0	25.0	23.0	9.0	20.0	9.0	21.0	26.0	25.0	21.0	19.0	11.0
alpha_rarefaction_505_2.txt	505	2	52.0	37.0	79.0	36.0	37.0	91.0	28.0	35.0	37.0	30.0	34.0	27.0	33.0	17.0	22.0	26.0	21.0	23.0	20.0	19.0	13.0	23.0	22.0	24.0	18.0	24.0	25.0	25.0	20.0	21.0	19.0	13.0	16.0	18.0	21.0	16.0	19.0	18.0	20.0	20.0	21.0	18.0	17.0	19.0	17.0	20.0	19.0	20.0	25.0	22.0	19.0	22.0	8.0	22.0	9.0	22.0	25.0	22.0	21.0	19.0	10.0
alpha_rarefaction_505_3.txt	505	3	38.0	43.0	89.0	35.0	35.0	75.0	36.0	33.0	43.0	28.0	28.0	24.0	36.0	15.0	23.0	28.0	19.0	23.0	21.0	21.0	14.0	23.0	18.0	20.0	18.0	20.0	20.0	22.0	17.0	21.0	19.0	15.0	18.0	24.0	16.0	17.0	17.0	18.0	22.0	23.0	19.0	18.0	21.0	21.0	21.0	20.0	20.0	19.0	24.0	26.0	22.0	21.0	11.0	17.0	10.0	19.0	22.0	20.0	19.0	19.0	10.0
alpha_rarefaction_505_4.txt	505	4	35.0	32.0	81.0	35.0	36.0	88.0	32.0	33.0	39.0	27.0	31.0	21.0	34.0	20.0	23.0	22.0	19.0	23.0	20.0	19.0	15.0	23.0	22.0	25.0	17.0	21.0	25.0	25.0	17.0	21.0	19.0	14.0	16.0	17.0	18.0	16.0	21.0	18.0	21.0	21.0	20.0	18.0	18.0	19.0	17.0	22.0	20.0	20.0	21.0	26.0	23.0	20.0	10.0	21.0	11.0	20.0	25.0	22.0	20.0	22.0	14.0
alpha_rarefaction_505_5.txt	505	5	48.0	45.0	88.0	37.0	35.0	82.0	33.0	31.0	42.0	29.0	25.0	27.0	29.0	14.0	23.0	28.0	21.0	26.0	23.0	20.0	15.0	26.0	20.0	27.0	16.0	21.0	22.0	22.0	17.0	22.0	21.0	19.0	16.0	21.0	20.0	17.0	21.0	21.0	22.0	19.0	21.0	17.0	18.0	20.0	19.0	22.0	20.0	20.0	23.0	21.0	23.0	21.0	11.0	22.0	9.0	19.0	26.0	23.0	21.0	22.0	9.0
alpha_rarefaction_505_6.txt	505	6	45.0	45.0	83.0	32.0	35.0	81.0	38.0	38.0	39.0	26.0	27.0	18.0	36.0	18.0	21.0	24.0	24.0	23.0	21.0	19.0	12.0	26.0	23.0	22.0	17.0	20.0	22.0	21.0	17.0	22.0	22.0	17.0	17.0	21.0	20.0	17.0	19.0	20.0	18.0	22.0	18.0	18.0	23.0	20.0	17.0	22.0	22.0	17.0	22.0	24.0	23.0	18.0	10.0	19.0	9.0	20.0	23.0	24.0	18.0	20.0	12.0
alpha_rarefaction_505_7.txt	505	7	51.0	32.0	79.0	34.0	31.0	75.0	29.0	40.0	32.0	25.0	26.0	27.0	30.0	15.0	24.0	28.0	18.0	19.0	22.0	22.0	18.0	28.0	20.0	20.0	16.0	19.0	28.0	23.0	16.0	23.0	19.0	18.0	17.0	22.0	20.0	18.0	20.0	19.0	19.0	20.0	22.0	16.0	20.0	17.0	18.0	21.0	21.0	19.0	20.0	26.0	27.0	23.0	10.0	19.0	10.0	21.0	28.0	22.0	21.0	26.0	9.0
alpha_rarefaction_505_8.txt	505	8	49.0	39.0	81.0	29.0	36.0	87.0	35.0	33.0	40.0	28.0	29.0	20.0	31.0	15.0	22.0	27.0	21.0	23.0	23.0	19.0	13.0	24.0	24.0	21.0	15.0	23.0	25.0	22.0	18.0	21.0	20.0	16.0	16.0	22.0	21.0	18.0	17.0	17.0	21.0	19.0	20.0	17.0	22.0	19.0	18.0	18.0	18.0	18.0	24.0	20.0	21.0	20.0	11.0	23.0	8.0	19.0	22.0	23.0	20.0	17.0	10.0
alpha_rarefaction_505_9.txt	505	9	42.0	41.0	84.0	31.0	36.0	92.0	37.0	36.0	33.0	27.0	32.0	26.0	30.0	18.0	23.0	32.0	20.0	23.0	19.0	17.0	15.0	27.0	20.0	21.0	20.0	23.0	20.0	23.0	16.0	24.0	15.0	18.0	16.0	21.0	17.0	20.0	21.0	18.0	18.0	19.0	22.0	19.0	22.0	19.0	17.0	20.0	20.0	19.0	23.0	23.0	22.0	24.0	8.0	21.0	10.0	20.0	22.0	24.0	25.0	20.0	12.0
alpha_rarefaction_604_0.txt	604	0	47.0	44.0	87.0	37.0	35.0	94.0	37.0	38.0	46.0	30.0	34.0	26.0	31.0	21.0	21.0	26.0	24.0	20.0	24.0	20.0	15.0	26.0	27.0	24.0	16.0	24.0	26.0	23.0	16.0	21.0	23.0	20.0	15.0	26.0	23.0	19.0	21.0	21.0	22.0	24.0	22.0	19.0	18.0	25.0	20.0	21.0	19.0	22.0	24.0	26.0	24.0	21.0	12.0	23.0	8.0	19.0	26.0	26.0	22.0	26.0	11.0
alpha_rarefaction_604_1.txt	604	1	47.0	39.0	88.0	34.0	38.0	88.0	36.0	33.0	38.0	31.0	32.0	25.0	35.0	19.0	23.0	28.0	24.0	26.0	22.0	23.0	16.0	32.0	23.0	26.0	18.0	22.0	29.0	25.0	20.0	19.0	23.0	16.0	18.0	20.0	21.0	18.0	21.0	21.0	21.0	23.0	21.0	20.0	19.0	19.0	21.0	24.0	24.0	21.0	23.0	29.0	24.0	20.0	9.0	20.0	9.0	23.0	26.0	23.0	24.0	25.0	10.0
alpha_rarefaction_604_2.txt	604	2	49.0	45.0	93.0	35.0	42.0	93.0	32.0	35.0	42.0	34.0	31.0	25.0	37.0	13.0	25.0	24.0	22.0	22.0	23.0	21.0	13.0	25.0	23.0	25.0	14.0	18.0	26.0	26.0	19.0	23.0	19.0	16.0	16.0	23.0	20.0	20.0	22.0	19.0	24.0	20.0	25.0	18.0	18.0	23.0	18.0	23.0	21.0	19.0	27.0	27.0	23.0	22.0	11.0	19.0	10.0	19.0	27.0	21.0	23.0	25.0	13.0
alpha_rarefaction_604_3.txt	604	3	40.0	50.0	98.0	41.0	38.0	94.0	45.0	36.0	47.0	30.0	32.0	28.0	41.0	22.0	21.0	24.0	21.0	22.0	21.0	19.0	12.0	26.0	20.0	23.0	16.0	20.0	28.0	23.0	20.0	24.0	22.0	20.0	16.0	23.0	21.0	24.0	21.0	18.0	20.0	22.0	20.0	20.0	23.0	23.0	17.0	25.0	16.0	17.0	22.0	22.0	22.0	21.0	12.0	21.0	10.0	18.0	17.0	25.0	26.0	21.0	11.0
alpha_rarefaction_604_4.txt	604	4	47.0	42.0	77.0	36.0	42.0	97.0	38.0	34.0	44.0	29.0	30.0	22.0	38.0	16.0	21.0	26.0	23.0	23.0	20.0	19.0	18.0	27.0	20.0	24.0	19.0	22.0	26.0	24.0	15.0	22.0	19.0	16.0	16.0	24.0	20.0	18.0	20.0	20.0	23.0	20.0	24.0	17.0	18.0	23.0	17.0	21.0	21.0	23.0	27.0	25.0	24.0	20.0	8.0	19.0	8.0	20.0	23.0	21.0	22.0	21.0	9.0
alpha_rarefaction_604_5.txt	604	5	49.0	49.0	101.0	37.0	37.0	87.0	41.0	40.0	41.0	28.0	31.0	31.0	31.0	15.0	22.0	33.0	23.0	25.0	21.0	19.0	14.0	26.0	21.0	22.0	16.0	23.0	23.0	26.0	18.0	24.0	22.0	19.0	17.0	23.0	18.0	20.0	23.0	23.0	20.0	26.0	23.0	17.0	23.0	21.0	18.0	21.0	20.0	20.0	25.0	26.0	23.0	20.0	9.0	20.0	7.0	21.0	22.0	24.0	22.0	26.0	12.0
alpha_rarefaction_604_6.txt	604	6	50.0	47.0	79.0	44.0	34.0	81.0	36.0	30.0	44.0	28.0	33.0	26.0	36.0	16.0	21.0	31.0	23.0	21.0	27.0	17.0	14.0	28.0	20.0	25.0	19.0	20.0	25.0	26.0	16.0	22.0	20.0	15.0	19.0	21.0	22.0	18.0	18.0	19.0	26.0	21.0	24.0	22.0	19.0	20.0	17.0	23.0	21.0	18.0	25.0	26.0	23.0	22.0	12.0	24.0	8.0	24.0	22.0	23.0	19.0	19.0	12.0
alpha_rarefaction_604_7.txt	604	7	46.0	42.0	88.0	35.0	36.0	93.0	35.0	33.0	39.0	28.0	28.0	26.0	29.0	24.0	23.0	27.0	21.0	28.0	30.0	22.0	15.0	29.0	22.0	25.0	21.0	22.0	27.0	29.0	15.0	22.0	20.0	17.0	21.0	22.0	21.0	19.0	24.0	21.0	22.0	24.0	25.0	18.0	22.0	20.0	18.0	20.0	19.0	21.0	22.0	23.0	24.0	26.0	12.0	20.0	10.0	23.0	22.0	21.0	19.0	23.0	10.0
alpha_rarefaction_604_8.txt	604	8	50.0	42.0	94.0	39.0	35.0	96.0	41.0	37.0	39.0	27.0	38.0	27.0	38.0	16.0	18.0	25.0	23.0	24.0	29.0	21.0	16.0	24.0	25.0	26.0	18.0	20.0	24.0	27.0	17.0	25.0	18.0	18.0	15.0	23.0	21.0	17.0	26.0	17.0	22.0	21.0	25.0	20.0	19.0	16.0	23.0	18.0	20.0	19.0	26.0	25.0	27.0	24.0	11.0	21.0	8.0	20.0	23.0	22.0	21.0	20.0	13.0
alpha_rarefaction_604_9.txt	604	9	48.0	41.0	91.0	35.0	43.0	97.0	38.0	38.0	46.0	27.0	32.0	27.0	34.0	16.0	24.0	30.0	21.0	26.0	20.0	20.0	17.0	28.0	22.0	25.0	18.0	25.0	26.0	23.0	19.0	26.0	23.0	18.0	16.0	22.0	22.0	20.0	23.0	20.0	20.0	18.0	24.0	17.0	19.0	20.0	22.0	22.0	21.0	18.0	28.0	24.0	24.0	20.0	12.0	19.0	8.0	21.0	23.0	21.0	22.0	24.0	13.0
alpha_rarefaction_703_0.txt	703	0	47.0	45.0	96.0	37.0	36.0	98.0	43.0	38.0	42.0	30.0	33.0	22.0	35.0	22.0	26.0	27.0	28.0	22.0	24.0	21.0	14.0	27.0	23.0	21.0	19.0	27.0	27.0	24.0	19.0	24.0	28.0	17.0	18.0	21.0	24.0	18.0	19.0	20.0	23.0	24.0	28.0	19.0	24.0	20.0	23.0	27.0	19.0	20.0	21.0	29.0	25.0	25.0	10.0	17.0	9.0	20.0	25.0	29.0	21.0	22.0	13.0
alpha_rarefaction_703_1.txt	703	1	53.0	52.0	97.0	43.0	40.0	103.0	42.0	39.0	45.0	36.0	35.0	27.0	32.0	20.0	25.0	29.0	22.0	20.0	22.0	22.0	16.0	27.0	22.0	28.0	18.0	23.0	28.0	27.0	21.0	23.0	21.0	20.0	17.0	23.0	18.0	27.0	20.0	21.0	20.0	23.0	21.0	21.0	29.0	21.0	26.0	21.0	21.0	22.0	21.0	29.0	25.0	20.0	11.0	20.0	8.0	20.0	21.0	28.0	22.0	24.0	15.0
alpha_rarefaction_703_2.txt	703	2	53.0	46.0	96.0	45.0	38.0	108.0	40.0	38.0	45.0	32.0	37.0	24.0	34.0	18.0	22.0	28.0	28.0	21.0	26.0	19.0	12.0	23.0	21.0	24.0	24.0	23.0	25.0	25.0	24.0	27.0	22.0	15.0	17.0	22.0	21.0	21.0	22.0	21.0	23.0	24.0	21.0	21.0	22.0	19.0	18.0	24.0	19.0	24.0	26.0	22.0	23.0	24.0	10.0	19.0	9.0	22.0	24.0	25.0	21.0	24.0	14.0
alpha_rarefaction_703_3.txt	703	3	49.0	49.0	107.0	40.0	37.0	92.0	38.0	38.0	45.0	32.0	30.0	24.0	46.0	19.0	24.0	25.0	24.0	25.0	27.0	18.0	16.0	29.0	21.0	26.0	16.0	22.0	26.0	23.0	23.0	25.0	25.0	18.0	17.0	26.0	23.0	22.0	20.0	20.0	22.0	20.0	25.0	22.0	21.0	16.0	19.0	22.0	22.0	28.0	29.0	28.0	26.0	25.0	11.0	23.0	12.0	22.0	23.0	25.0	29.0	23.0	17.0
alpha_rarefaction_703_4.txt	703	4	53.0	45.0	102.0	39.0	36.0	104.0	42.0	35.0	45.0	35.0	31.0	29.0	33.0	16.0	24.0	29.0	28.0	23.0	26.0	22.0	19.0	27.0	23.0	25.0	23.0	27.0	28.0	25.0	19.0	23.0	25.0	17.0	21.0	20.0	22.0	19.0	22.0	18.0	24.0	18.0	28.0	19.0	23.0	22.0	19.0	22.0	25.0	20.0	32.0	24.0	24.0	19.0	9.0	20.0	12.0	23.0	21.0	29.0	27.0	22.0	12.0
alpha_rarefaction_703_5.txt	703	5	53.0	49.0	89.0	42.0	41.0	106.0	45.0	38.0	44.0	28.0	33.0	27.0	38.0	18.0	26.0	25.0	19.0	21.0	21.0	26.0	15.0	27.0	19.0	24.0	22.0	21.0	23.0	26.0	20.0	23.0	26.0	17.0	18.0	23.0	20.0	23.0	22.0	19.0	21.0	25.0	23.0	22.0	24.0	20.0	17.0	23.0	22.0	18.0	26.0	28.0	25.0	21.0	11.0	21.0	11.0	25.0	26.0	21.0	23.0	30.0	11.0
alpha_rarefaction_703_6.txt	703	6	61.0	44.0	100.0	36.0	39.0	93.0	40.0	37.0	43.0	33.0	33.0	23.0	36.0	17.0	25.0	27.0	21.0	23.0	22.0	21.0	17.0	23.0	25.0	25.0	17.0	25.0	27.0	24.0	20.0	25.0	24.0	17.0	21.0	21.0	18.0	17.0	23.0	22.0	20.0	24.0	21.0	21.0	22.0	23.0	21.0	20.0	21.0	22.0	28.0	29.0	22.0	21.0	11.0	21.0	10.0	24.0	25.0	26.0	20.0	21.0	15.0
alpha_rarefaction_703_7.txt	703	7	51.0	54.0	96.0	33.0	40.0	111.0	43.0	39.0	36.0	31.0	33.0	26.0	31.0	18.0	27.0	23.0	20.0	21.0	28.0	21.0	15.0	25.0	21.0	24.0	21.0	23.0	30.0	25.0	19.0	24.0	24.0	16.0	17.0	25.0	24.0	19.0	21.0	18.0	20.0	21.0	27.0	19.0	20.0	17.0	20.0	24.0	19.0	22.0	25.0	32.0	25.0	19.0	11.0	21.0	10.0	22.0	24.0	26.0	22.0	23.0	9.0
alpha_rarefaction_703_8.txt	703	8	50.0	46.0	97.0	35.0	39.0	93.0	43.0	41.0	47.0	31.0	31.0	29.0	32.0	20.0	23.0	27.0	19.0	28.0	22.0	23.0	18.0	28.0	23.0	30.0	19.0	25.0	26.0	27.0	16.0	24.0	23.0	19.0	18.0	28.0	26.0	22.0	26.0	18.0	21.0	22.0	24.0	16.0	22.0	20.0	17.0	20.0	21.0	20.0	23.0	26.0	26.0	24.0	11.0	20.0	14.0	25.0	25.0	24.0	24.0	21.0	11.0
alpha_rarefaction_703_9.txt	703	9	52.0	51.0	97.0	41.0	40.0	92.0	43.0	34.0	39.0	27.0	35.0	28.0	34.0	14.0	27.0	28.0	25.0	23.0	24.0	21.0	13.0	28.0	23.0	26.0	21.0	28.0	26.0	29.0	19.0	22.0	19.0	20.0	19.0	27.0	24.0	22.0	22.0	20.0	24.0	22.0	25.0	20.0	25.0	21.0	21.0	19.0	19.0	20.0	24.0	26.0	23.0	22.0	13.0	16.0	11.0	24.0	28.0	24.0	21.0	20.0	12.0
alpha_rarefaction_802_0.txt	802	0	54.0	45.0	97.0	39.0	37.0	93.0	40.0	43.0	53.0	29.0	35.0	30.0	37.0	19.0	22.0	30.0	28.0	26.0	25.0	20.0	17.0	28.0	24.0	24.0	20.0	21.0	28.0	24.0	23.0	24.0	19.0	20.0	16.0	27.0	24.0	17.0	25.0	20.0	28.0	23.0	31.0	19.0	26.0	22.0	21.0	21.0	23.0	23.0	30.0	30.0	26.0	20.0	10.0	21.0	8.0	22.0	29.0	27.0	20.0	25.0	15.0
alpha_rarefaction_802_1.txt	802	1	54.0	52.0	99.0	45.0	39.0	110.0	49.0	38.0	49.0	32.0	35.0	29.0	40.0	19.0	28.0	30.0	23.0	29.0	26.0	22.0	15.0	30.0	24.0	25.0	21.0	25.0	28.0	32.0	17.0	24.0	18.0	16.0	21.0	24.0	25.0	17.0	24.0	21.0	24.0	26.0	25.0	23.0	24.0	19.0	23.0	23.0	22.0	26.0	25.0	29.0	26.0	25.0	9.0	21.0	10.0	24.0	29.0	29.0	23.0	23.0	14.0
alpha_rarefaction_802_2.txt	802	2	62.0	48.0	109.0	36.0	37.0	102.0	41.0	44.0	47.0	34.0	35.0	31.0	38.0	17.0	25.0	26.0	20.0	29.0	31.0	25.0	17.0	31.0	22.0	25.0	21.0	28.0	24.0	26.0	19.0	20.0	24.0	22.0	20.0	27.0	22.0	21.0	22.0	19.0	26.0	23.0	24.0	19.0	19.0	22.0	21.0	25.0	21.0	21.0	24.0	30.0	29.0	23.0	8.0	22.0	7.0	21.0	27.0	27.0	27.0	24.0	13.0
alpha_rarefaction_802_3.txt	802	3	47.0	52.0	100.0	46.0	37.0	102.0	45.0	41.0	46.0	38.0	32.0	24.0	35.0	17.0	27.0	27.0	24.0	27.0	26.0	24.0	17.0	32.0	23.0	23.0	22.0	23.0	27.0	24.0	23.0	22.0	26.0	20.0	20.0	22.0	24.0	16.0	22.0	22.0	24.0	20.0	24.0	21.0	22.0	20.0	21.0	22.0	22.0	26.0	23.0	26.0	25.0	23.0	11.0	24.0	10.0	25.0	24.0	29.0	22.0	22.0	11.0
alpha_rarefaction_802_4.txt	802	4	53.0	45.0	117.0	45.0	39.0	103.0	46.0	42.0	43.0	27.0	36.0	32.0	42.0	21.0	28.0	26.0	26.0	25.0	24.0	20.0	16.0	26.0	23.0	23.0	23.0	26.0	29.0	32.0	18.0	29.0	23.0	20.0	17.0	24.0	20.0	18.0	22.0	23.0	24.0	21.0	20.0	23.0	23.0	21.0	19.0	23.0	22.0	20.0	26.0	26.0	27.0	20.0	12.0	25.0	11.0	26.0	21.0	22.0	24.0	30.0	13.0
alpha_rarefaction_802_5.txt	802	5	53.0	49.0	111.0	42.0	41.0	109.0	42.0	34.0	44.0	39.0	36.0	30.0	39.0	18.0	26.0	25.0	24.0	25.0	32.0	27.0	16.0	29.0	29.0	26.0	21.0	22.0	25.0	25.0	20.0	23.0	22.0	15.0	18.0	25.0	22.0	16.0	22.0	23.0	24.0	23.0	24.0	19.0	25.0	22.0	23.0	28.0	19.0	24.0	23.0	24.0	27.0	25.0	10.0	19.0	8.0	20.0	24.0	29.0	22.0	19.0	12.0
alpha_rarefaction_802_6.txt	802	6	54.0	52.0	99.0	40.0	45.0	98.0	44.0	40.0	43.0	34.0	39.0	31.0	38.0	21.0	28.0	32.0	21.0	23.0	26.0	22.0	14.0	30.0	24.0	27.0	25.0	24.0	31.0	27.0	18.0	25.0	25.0	20.0	19.0	29.0	23.0	23.0	24.0	23.0	23.0	24.0	27.0	22.0	24.0	22.0	20.0	27.0	22.0	20.0	27.0	30.0	24.0	25.0	10.0	22.0	8.0	24.0	26.0	27.0	21.0	26.0	15.0
alpha_rarefaction_802_7.txt	802	7	56.0	52.0	102.0	46.0	45.0	112.0	48.0	44.0	50.0	30.0	42.0	31.0	38.0	20.0	24.0	26.0	24.0	24.0	25.0	21.0	16.0	29.0	22.0	26.0	23.0	23.0	28.0	26.0	19.0	26.0	22.0	18.0	19.0	23.0	21.0	20.0	27.0	21.0	26.0	24.0	23.0	18.0	26.0	23.0	18.0	24.0	21.0	19.0	29.0	31.0	21.0	21.0	12.0	21.0	9.0	22.0	29.0	30.0	23.0	23.0	11.0
alpha_rarefaction_802_8.txt	802	8	53.0	45.0	101.0	45.0	41.0	94.0	40.0	40.0	50.0	32.0	39.0	24.0	37.0	19.0	22.0	28.0	25.0	28.0	22.0	23.0	15.0	30.0	23.0	26.0	18.0	19.0	27.0	25.0	23.0	23.0	24.0	17.0	23.0	25.0	23.0	20.0	24.0	20.0	21.0	19.0	24.0	20.0	23.0	19.0	17.0	25.0	22.0	23.0	24.0	29.0	24.0	21.0	11.0	24.0	11.0	25.0	22.0	26.0	22.0	24.0	11.0
alpha_rarefaction_802_9.txt	802	9	52.0	48.0	109.0	41.0	42.0	108.0	42.0	39.0	42.0	33.0	39.0	30.0	37.0	17.0	31.0	31.0	31.0	24.0	23.0	25.0	16.0	30.0	23.0	23.0	20.0	28.0	25.0	28.0	19.0	23.0	21.0	17.0	19.0	27.0	22.0	21.0	24.0	20.0	28.0	25.0	25.0	17.0	25.0	22.0	20.0	25.0	24.0	22.0	29.0	32.0	24.0	22.0	10.0	23.0	13.0	19.0	30.0	27.0	20.0	30.0	14.0
alpha_rarefaction_901_0.txt	901	0	60.0	55.0	99.0	41.0	44.0	110.0	45.0	45.0	56.0	35.0	42.0	30.0	38.0	23.0	23.0	33.0	20.0	26.0	30.0	23.0	19.0	32.0	21.0	27.0	20.0	23.0	28.0	26.0	22.0	31.0	25.0	19.0	21.0	24.0	22.0	24.0	25.0	24.0	23.0	22.0	28.0	23.0	19.0	20.0	22.0	20.0	26.0	22.0	29.0	32.0	22.0	23.0	11.0	23.0	15.0	33.0	26.0	33.0	25.0	25.0	16.0
alpha_rarefaction_901_1.txt	901	1	55.0	50.0	97.0	41.0	45.0	109.0	39.0	43.0	45.0	32.0	37.0	23.0	47.0	19.0	27.0	31.0	26.0	26.0	29.0	27.0	13.0	32.0	28.0	27.0	18.0	26.0	27.0	28.0	21.0	28.0	24.0	20.0	18.0	24.0	22.0	23.0	23.0	22.0	24.0	22.0	21.0	20.0	28.0	25.0	25.0	28.0	23.0	24.0	29.0	26.0	29.0	26.0	11.0	22.0	9.0	23.0	26.0	23.0	23.0	32.0	13.0
alpha_rarefaction_901_2.txt	901	2	59.0	52.0	112.0	48.0	43.0	121.0	48.0	34.0	48.0	36.0	35.0	31.0	46.0	18.0	24.0	29.0	22.0	26.0	30.0	22.0	18.0	34.0	26.0	27.0	19.0	24.0	28.0	24.0	23.0	23.0	25.0	20.0	23.0	28.0	24.0	22.0	23.0	23.0	28.0	25.0	28.0	20.0	19.0	24.0	24.0	24.0	24.0	20.0	26.0	28.0	25.0	24.0	9.0	21.0	12.0	27.0	25.0	25.0	24.0	25.0	11.0
alpha_rarefaction_901_3.txt	901	3	55.0	52.0	112.0	43.0	40.0	120.0	44.0	41.0	48.0	33.0	38.0	34.0	40.0	18.0	29.0	29.0	22.0	24.0	26.0	22.0	16.0	31.0	26.0	28.0	18.0	25.0	30.0	26.0	18.0	26.0	19.0	23.0	16.0	26.0	20.0	21.0	20.0	23.0	23.0	25.0	26.0	22.0	23.0	25.0	20.0	25.0	22.0	21.0	27.0	24.0	27.0	30.0	11.0	22.0	7.0	21.0	27.0	24.0	25.0	22.0	13.0
alpha_rarefaction_901_4.txt	901	4	56.0	54.0	113.0	40.0	39.0	104.0	39.0	40.0	45.0	32.0	35.0	27.0	38.0	19.0	30.0	29.0	28.0	31.0	29.0	20.0	13.0	32.0	24.0	27.0	20.0	23.0	30.0	23.0	20.0	24.0	27.0	19.0	18.0	27.0	25.0	21.0	22.0	20.0	29.0	23.0	26.0	23.0	27.0	21.0	20.0	24.0	25.0	23.0	27.0	28.0	25.0	23.0	10.0	21.0	6.0	23.0	25.0	25.0	28.0	24.0	14.0
alpha_rarefaction_901_5.txt	901	5	58.0	51.0	113.0	42.0	43.0	105.0	48.0	42.0	52.0	32.0	34.0	34.0	34.0	20.0	26.0	32.0	24.0	27.0	27.0	23.0	13.0	31.0	21.0	25.0	22.0	23.0	24.0	29.0	19.0	25.0	21.0	21.0	20.0	30.0	23.0	26.0	25.0	20.0	24.0	22.0	25.0	22.0	26.0	21.0	22.0	25.0	26.0	22.0	28.0	29.0	32.0	23.0	11.0	21.0	10.0	27.0	29.0	24.0	23.0	26.0	13.0
alpha_rarefaction_901_6.txt	901	6	62.0	49.0	109.0	47.0	43.0	101.0	42.0	39.0	52.0	33.0	31.0	26.0	40.0	16.0	25.0	27.0	28.0	25.0	27.0	24.0	18.0	28.0	26.0	28.0	23.0	27.0	25.0	27.0	21.0	24.0	25.0	18.0	20.0	26.0	20.0	22.0	22.0	20.0	26.0	21.0	25.0	23.0	22.0	21.0	23.0	27.0	22.0	17.0	26.0	29.0	26.0	26.0	11.0	21.0	11.0	23.0	27.0	27.0	26.0	27.0	13.0
alpha_rarefaction_901_7.txt	901	7	57.0	45.0	101.0	38.0	38.0	114.0	44.0	41.0	54.0	31.0	35.0	26.0	47.0	21.0	25.0	33.0	24.0	27.0	25.0	22.0	15.0	31.0	27.0	25.0	19.0	21.0	26.0	26.0	20.0	24.0	23.0	16.0	19.0	26.0	21.0	23.0	22.0	19.0	23.0	24.0	26.0	24.0	25.0	24.0	20.0	22.0	27.0	20.0	28.0	31.0	27.0	22.0	10.0	23.0	11.0	24.0	31.0	30.0	22.0	24.0	16.0
