	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_109_0.txt	109	0	10.5321	9.53546	16.70901	5.82803	7.59903	15.50008	7.62336	7.44179	12.06477	5.73248	6.90764	5.44146	8.15037	3.84166	4.33731	6.27977	5.22067	5.90321	6.27472	3.3102	3.87481	6.23946	5.15735	7.13557	4.38163	4.34143	6.10103	5.44933	3.45631	5.4331	5.84655	3.98359	4.70463	5.03332	5.60591	4.45066	5.27393	4.95547	5.83976	4.35229	3.70535	5.15979	5.36139	5.52813	4.32644	6.07184	5.36477	4.70747	5.07581	5.18079	6.03754	5.89914	3.98751	5.44543	3.30835	4.07911	7.00009	3.98211	2.87627	4.8981	3.87778
alpha_rarefaction_109_1.txt	109	1	12.0041	10.15039	19.62884	6.89589	7.35242	13.44817	7.88747	7.03308	8.40882	6.52234	7.88104	5.63428	6.95061	3.41967	4.36985	6.3577	4.2076	6.20834	5.685	4.15817	3.79967	5.65448	4.499	6.3258	3.46271	3.86822	5.73489	6.23049	4.40945	5.76383	6.07073	4.23278	4.99635	5.66035	5.282	4.48016	6.04613	5.54047	5.31838	5.71287	5.64889	4.23477	4.23242	5.56097	5.1055	4.00864	5.82308	5.31892	5.15729	6.63511	5.62035	6.7726	3.70581	5.73807	3.57881	7.01377	7.16437	3.99096	4.39495	5.73765	2.96765
alpha_rarefaction_109_2.txt	109	2	12.53453	9.65216	18.3347	5.91012	7.59191	14.21951	6.3849	6.00185	8.92331	6.42432	5.36551	6.66484	7.08328	3.15819	6.59144	5.51426	4.06416	6.54888	4.58648	5.76894	3.91059	6.07315	3.94444	5.64231	4.26703	4.41899	5.73785	5.60899	3.56813	6.17025	5.82621	4.46301	4.34813	5.46092	4.48771	4.66327	4.49866	5.56806	6.39763	4.89716	5.48632	4.16368	5.76981	6.0018	4.34836	5.40126	5.24702	4.22763	5.04679	7.46724	5.43399	6.12431	3.95358	4.98304	3.30835	5.74289	6.22624	4.90294	5.83359	6.3806	3.33002
alpha_rarefaction_109_3.txt	109	3	13.98593	8.12284	17.68441	6.64281	8.71116	17.60085	5.95059	7.76821	10.67872	7.62641	7.32902	5.95512	5.71252	2.7328	4.01095	6.32318	2.98169	5.94707	6.85663	4.58892	3.19512	6.25604	4.93167	4.96802	3.92239	3.6558	6.42881	5.97665	3.45076	6.28912	4.73763	4.47364	4.25935	5.00036	4.41104	6.00164	5.21118	5.65178	5.24658	4.41148	5.82534	5.45657	4.94171	5.63459	4.76831	5.78622	5.65795	4.66214	5.2334	6.45899	5.6476	5.81163	3.30431	5.55628	3.30835	5.76266	5.68873	5.35885	5.22324	6.00565	2.8826
alpha_rarefaction_109_4.txt	109	4	8.35559	10.62811	18.91039	7.70514	8.04246	16.81944	5.44357	6.99089	11.09356	6.64302	4.56012	5.94352	6.25892	3.20534	4.70664	7.31412	4.53767	5.48391	5.1617	5.12254	4.53282	5.62178	3.62562	4.19292	4.19274	4.53481	7.58581	6.46834	4.63382	5.92823	4.40716	4.27772	3.71018	5.25525	4.52929	6.06976	5.38175	7.28393	4.43045	3.10681	5.18009	3.96567	3.87521	5.95109	3.66652	6.07185	5.84096	5.36722	5.30613	6.89175	5.96825	6.15125	3.70581	6.62257	3.90587	4.42317	7.20285	4.98946	5.36315	5.92278	3.6213
alpha_rarefaction_109_5.txt	109	5	12.11371	7.42589	14.67427	7.05223	7.82987	13.1733	8.14544	8.27747	9.63394	6.65902	7.14304	5.19288	7.98987	4.74017	5.77718	7.4533	4.58198	6.05457	5.36339	3.7985	3.87481	5.21234	4.03396	5.00033	4.23708	5.11968	5.73302	4.69161	4.78827	5.8818	5.25092	3.78836	5.10115	5.4742	4.95783	4.45961	4.96407	5.55526	5.54905	4.73768	3.80237	4.23477	4.1199	5.31909	4.04778	4.44473	5.41741	4.45399	6.51917	5.45049	5.76332	6.24287	3.81812	4.08071	3.57794	4.10166	6.02901	5.33653	4.46133	5.78193	3.63563
alpha_rarefaction_109_6.txt	109	6	9.12101	11.1631	16.88455	6.14369	8.62751	15.21352	5.83191	7.59103	6.73573	5.05959	6.39436	5.84621	6.96356	4.93211	5.29404	7.19452	4.82257	4.59467	5.97789	4.37299	3.85322	6.51877	3.94205	5.81718	5.6067	4.10899	6.35538	5.97602	4.02292	5.8715	6.00252	4.33644	3.93734	5.81908	3.5943	4.51512	5.64024	5.41019	6.13141	5.31258	6.16891	5.23823	5.01869	5.58257	4.3454	5.44321	5.15729	4.82017	5.29168	5.9365	5.67394	5.93561	3.86638	4.64441	3.30835	5.304	5.1379	5.43713	5.49767	4.7868	2.98285
alpha_rarefaction_109_7.txt	109	7	12.00437	9.96347	18.74854	6.48073	8.44671	12.12804	6.80163	5.68207	10.56369	4.27026	5.35981	4.86659	7.4312	4.08437	5.61297	6.04172	3.93179	5.40276	5.62019	4.59268	4.30006	7.07947	4.55542	5.73747	5.15205	4.8507	6.20623	6.42367	5.69578	6.9242	5.61516	4.17825	4.08222	5.41089	5.27728	3.6471	5.13034	5.03224	5.48308	3.87521	4.89086	4.86649	4.54824	5.56097	4.20316	6.08872	5.36739	5.02279	6.74517	6.56128	5.62971	5.80327	3.30431	6.1191	3.30835	4.91567	6.49371	4.75499	5.20447	4.35476	4.03231
alpha_rarefaction_109_8.txt	109	8	7.54453	8.74591	19.82436	7.19139	7.56439	15.88891	7.25836	5.92714	7.1588	5.92842	7.34572	4.19994	6.72399	3.15844	4.29887	5.938	5.23888	5.04913	4.91182	3.70024	3.82513	5.20361	5.47588	5.11334	3.30478	4.68431	6.50679	6.40957	4.25865	5.46535	4.81266	4.39813	5.04744	6.95793	6.05504	5.00197	5.02419	5.78067	4.41131	5.36956	5.90122	4.10372	4.22821	5.42268	3.61041	5.29867	5.27914	4.97255	5.04049	6.90544	6.46844	5.52569	3.70581	5.68584	3.57794	4.32292	7.49077	5.36348	3.3968	6.09564	3.4117
alpha_rarefaction_109_9.txt	109	9	7.22007	9.44137	18.71975	7.303	8.93677	18.97357	6.23714	6.71262	7.36261	5.71498	6.28988	5.00165	7.62747	3.48492	4.45073	6.79741	3.05007	5.87192	5.96354	4.33728	3.52583	5.20015	5.96316	6.27839	4.17933	4.28749	7.86762	6.82922	4.98729	5.23183	6.14753	3.92661	3.6026	5.805	3.65818	4.70379	5.26557	5.32616	6.37983	5.76539	6.88004	5.08815	5.53979	6.44598	5.72608	4.92827	5.17268	6.17699	5.019	6.85898	7.06148	7.0295	3.44368	5.41659	3.30835	6.18135	5.10508	4.73442	3.14244	5.78057	3.86473
alpha_rarefaction_208_0.txt	208	0	15.60507	9.98532	25.09254	7.18323	8.21289	22.35971	9.08769	5.91116	10.00484	6.14344	8.59714	6.01947	9.13911	4.49928	7.05889	7.37865	5.55433	6.46147	6.07307	5.49092	3.82865	7.81045	7.02326	7.00237	4.62507	4.97263	7.07289	7.70425	4.07542	6.44976	5.94447	3.78836	4.854	6.76557	5.39742	4.84579	5.12612	7.16769	6.86708	5.93459	6.25776	5.26803	4.86082	5.7065	4.91879	5.69053	5.41702	6.41022	7.68638	7.85917	7.03405	7.28527	4.21025	5.2165	3.65925	4.95232	8.43524	6.03293	5.0379	7.17039	4.11986
alpha_rarefaction_208_1.txt	208	1	14.40276	10.61105	22.98793	9.09309	12.17762	26.38216	9.65456	8.99998	9.38306	7.43774	8.05195	8.54152	9.4003	4.27916	6.50893	8.6755	6.12355	6.15835	5.95765	5.57921	3.99218	8.4253	5.3523	6.62392	5.15363	5.41289	7.70037	6.44771	4.80516	6.39586	6.69245	6.10623	4.78772	6.49408	6.03321	5.17181	5.11165	5.70665	6.17151	4.10295	6.66236	4.12596	5.40766	6.6115	4.3222	6.23292	6.45183	6.50664	7.12102	7.80595	7.76784	7.8142	3.70581	6.01543	3.57794	6.40126	6.02665	7.42574	4.92669	5.24738	3.67685
alpha_rarefaction_208_2.txt	208	2	10.52547	12.68106	23.402	7.55731	11.46949	17.94756	8.63882	7.38816	12.42448	7.44201	6.22861	6.21891	8.98772	4.83671	6.70119	7.58435	5.35121	7.24266	7.20049	4.90644	4.05774	9.16145	5.86487	6.29918	3.87835	6.25997	7.1991	6.08215	5.20032	6.14973	5.7284	4.16164	4.59044	5.78703	4.86648	5.75511	5.86761	5.93575	6.66462	5.5999	5.63485	5.09082	5.70034	5.47966	4.93289	5.63444	6.03332	7.03127	6.27037	7.80708	6.5984	8.28038	4.12204	6.05255	3.68613	7.66383	6.36261	8.45768	6.8272	7.34594	3.26386
alpha_rarefaction_208_3.txt	208	3	10.63925	10.02218	22.99051	8.16261	9.15307	23.09474	7.49418	9.79448	8.82315	7.0726	8.73801	5.69724	9.74429	5.06725	6.49699	6.92883	4.90479	5.37269	6.25446	5.75602	3.87481	7.15538	6.9468	6.63041	4.71599	5.3473	6.82507	6.20491	6.03406	6.19264	6.57826	4.97293	3.96736	6.0217	4.70228	5.39638	5.76577	7.1843	7.80413	5.4246	7.14927	6.17784	5.39976	5.95262	4.40123	5.7549	5.57254	6.68808	6.65616	7.15477	5.67563	6.23688	3.98751	5.77759	4.17846	4.55592	6.47563	7.54332	5.32812	5.11047	3.33601
alpha_rarefaction_208_4.txt	208	4	13.5687	16.74003	21.30887	8.53099	13.13533	22.3588	7.90493	6.90041	8.85197	8.07236	6.99819	4.75832	8.68474	4.57172	5.9292	8.14735	5.59661	8.10154	7.32597	6.08273	5.43643	7.45753	5.61007	7.22936	3.94617	4.85468	8.04922	7.50965	5.8361	8.48682	5.91804	5.09891	5.54401	6.42394	4.70228	5.84585	5.82519	5.86198	5.66304	6.01845	5.90198	4.67361	6.00758	6.15274	5.91873	5.82973	6.17401	5.64366	7.12108	5.0214	7.50034	7.21833	4.16994	6.706	3.88777	6.30006	6.97458	5.74442	6.22818	5.53705	3.26727
alpha_rarefaction_208_5.txt	208	5	13.81775	16.35569	22.73245	8.4978	8.40135	24.55546	8.23122	8.37911	9.94457	8.72701	11.63	6.66142	7.43265	3.13264	6.01957	8.96928	4.14571	7.34075	8.16553	4.78922	4.56637	7.16094	6.53423	6.48883	4.4434	5.5718	7.00371	6.09916	4.57916	6.33699	5.39466	4.36223	4.98403	6.34532	5.88715	6.72622	5.90289	5.83793	4.62889	5.03138	6.82925	4.88992	4.67218	5.74953	5.04562	6.76958	5.87926	5.07459	6.36308	7.1313	6.38313	7.24605	4.58893	5.25263	3.34786	4.54328	9.30256	5.96779	4.91612	6.54987	4.40731
alpha_rarefaction_208_6.txt	208	6	12.63393	9.93899	22.67066	8.62185	7.75177	23.84147	8.48297	6.91051	8.05772	5.5428	6.1188	4.68978	8.35265	5.56002	6.7526	7.22583	4.79257	6.92652	5.72601	5.41741	4.62917	6.21981	7.16882	6.6388	4.64066	5.75171	6.9118	7.14427	4.56638	6.37447	6.21197	5.22294	4.48242	5.76425	4.59527	4.92249	6.01978	6.06869	6.82538	5.77143	7.39036	5.28891	5.83488	5.90884	6.40525	5.80619	5.95601	6.52209	6.23984	6.71125	6.42562	6.66757	4.29523	5.62516	3.30835	5.75458	6.60666	6.13487	5.59921	5.88654	3.74909
alpha_rarefaction_208_7.txt	208	7	13.68381	9.64621	17.60975	6.51766	12.33829	22.53948	9.5578	8.32571	10.97545	6.98815	7.64466	5.9797	10.09286	4.81629	5.71754	6.9647	4.11078	4.80214	5.76771	4.67025	3.82893	5.55049	6.75505	7.53559	5.74572	5.243	7.81089	7.46678	5.80552	6.72779	6.7657	4.31159	4.06583	5.94466	6.1898	5.48002	6.77634	5.86198	6.46169	5.99311	5.62386	4.53284	5.18285	5.85464	4.88333	6.58081	6.69883	5.87484	5.49206	7.29393	8.65913	6.70719	4.20703	5.37797	3.64208	4.9671	8.06058	5.7207	5.14021	6.88974	3.41507
alpha_rarefaction_208_8.txt	208	8	15.7385	10.19373	22.21754	7.13435	11.76021	24.64375	9.98446	8.50769	9.23103	6.85191	8.1732	6.65269	9.82903	3.73687	6.86811	7.87364	4.51309	8.05096	4.92759	4.42863	4.16495	7.24368	5.14323	6.56897	3.39107	5.47922	5.85856	6.61587	4.39268	5.49883	6.43237	4.64977	5.69359	6.42352	4.69484	4.89561	5.92331	6.37245	6.43261	6.63727	6.64402	4.73062	5.51671	5.95109	5.13641	6.27212	6.78232	6.27836	6.70601	6.30188	6.72374	6.39551	4.09982	6.47023	3.95572	7.2905	8.18125	6.54454	6.26868	6.03851	4.12252
alpha_rarefaction_208_9.txt	208	9	13.28166	12.08873	20.30357	8.25237	12.81676	24.74098	8.84502	9.13993	8.21863	7.98259	9.99655	5.68239	13.62678	3.72676	5.33787	7.13652	4.77629	7.12327	6.47514	5.23781	5.00559	7.62805	6.941	5.52563	4.9576	4.64812	7.2797	6.55016	4.80943	6.97308	5.87013	3.98387	4.68643	5.30213	5.8645	5.91777	6.56438	5.79872	6.10965	5.56502	6.36948	4.88992	4.89628	5.69423	4.5181	5.44215	5.79907	4.88415	6.36803	6.63468	5.59621	7.25519	4.15129	5.97302	3.60955	7.29866	6.68839	5.15535	5.95055	7.72714	4.15047
alpha_rarefaction_307_0.txt	307	0	15.80043	10.67063	22.68093	9.74455	14.31763	26.8822	9.36569	10.88655	11.5638	7.9927	8.54669	7.2087	10.91774	4.26172	8.07291	8.64653	6.01634	7.3065	6.78578	5.33314	5.2931	7.76922	5.72844	8.7114	5.25161	6.4468	7.69472	7.00365	4.18877	6.75237	5.5049	4.29004	5.68443	6.74341	5.94466	5.77372	5.71734	6.2339	5.55444	6.80861	4.70959	5.08861	6.79787	5.98827	6.47519	6.82418	6.65705	6.54767	6.02386	7.81623	8.22417	7.30201	4.47662	6.47319	5.37346	6.43759	8.15339	7.8531	6.09927	7.03757	4.94957
alpha_rarefaction_307_1.txt	307	1	15.18994	14.20403	24.52665	9.73366	9.48293	31.78221	8.41582	9.29867	11.62323	8.64783	8.55015	6.75808	10.26993	5.40608	6.87996	8.98124	4.52382	8.52397	6.01218	4.82767	4.08294	6.93834	6.61023	7.59012	5.44595	5.5865	8.07629	8.26032	5.62613	6.57258	5.56504	6.22638	5.53123	5.71083	5.10578	6.98701	5.68504	6.17307	8.28597	5.44765	7.50475	5.81386	4.78595	6.37251	6.02154	7.4054	6.56953	5.46835	5.8172	7.6868	5.988	6.35463	3.98751	6.55824	3.51411	6.51696	7.77791	7.92147	4.22539	6.96663	4.65507
alpha_rarefaction_307_2.txt	307	2	17.76609	10.8451	25.67957	10.33042	12.7329	31.54132	13.12688	10.62713	14.05998	7.92602	8.30745	8.30151	18.17915	4.50907	6.82911	6.89348	4.84299	6.95074	7.28795	7.04632	4.59718	7.27867	5.14496	8.86462	4.63961	6.05845	6.23931	7.62877	4.6637	7.05191	6.19507	5.85631	5.08967	6.64882	6.58881	6.70545	6.91984	7.07376	7.14976	5.60696	8.46382	5.3356	4.74856	6.46027	5.28139	5.65379	6.37762	6.19956	7.41512	8.66219	7.58478	6.92454	4.28582	5.93032	5.24951	7.22324	7.48202	7.77324	5.57316	7.29879	5.2776
alpha_rarefaction_307_3.txt	307	3	15.67348	12.61511	26.3297	15.04797	10.56138	29.16948	10.19817	7.34958	10.10847	8.3934	8.99566	7.19234	9.50729	5.39772	6.52199	7.90884	6.73543	6.70641	4.95463	6.98375	3.94617	7.19783	6.3703	5.90215	5.54974	6.04079	6.82006	8.36187	4.61944	7.98727	5.30781	4.70336	3.96736	6.52152	5.47113	5.52492	6.32066	5.78067	6.32042	6.77931	8.19453	6.74289	4.83395	5.83056	4.95977	7.55237	6.09449	6.17998	6.99927	7.66979	7.22686	6.75961	4.64197	5.43962	3.57794	8.03636	7.87689	7.60685	7.07298	9.62264	3.86518
alpha_rarefaction_307_4.txt	307	4	16.03007	11.067	23.03709	8.5743	10.23922	25.70633	10.91622	10.06042	11.06845	7.65565	8.88748	6.59663	12.37193	4.63989	7.72115	8.06982	5.62317	8.24972	6.10578	5.90822	3.79109	7.30176	7.3597	6.43782	5.07276	5.02486	7.5987	6.59408	4.84978	7.18385	6.03052	5.6053	4.22965	7.65412	6.24864	5.39638	6.24119	5.93948	6.65074	5.76971	7.03764	7.04584	5.1287	6.20551	5.56863	6.07174	5.99057	6.54637	7.49105	8.60752	6.31621	6.98202	4.17221	6.04113	4.46962	6.72261	6.08833	7.82743	7.22043	7.65918	3.99638
alpha_rarefaction_307_5.txt	307	5	11.12116	12.10261	26.14266	9.34084	13.12329	28.82885	9.12764	10.00959	11.85031	6.51773	7.48494	7.40877	11.08768	4.61478	7.47635	7.31654	7.81732	7.19012	7.12969	7.25437	4.07189	9.0313	7.28556	5.74724	5.80624	5.85366	5.71926	6.71408	6.59607	7.60355	6.18425	4.79022	5.18398	6.82405	6.37726	5.81604	5.58574	7.07409	6.65287	5.9464	6.32649	5.2718	5.06447	7.2852	5.47399	6.47088	7.22561	5.99627	6.22628	7.55452	6.76987	7.58411	4.39984	6.02682	3.86582	5.81455	6.79531	6.53972	7.46627	7.1229	3.19178
alpha_rarefaction_307_6.txt	307	6	13.09422	11.41611	23.79262	8.81466	11.55307	19.60187	10.83676	11.50306	11.53735	8.43763	9.88779	6.62093	8.83049	4.22193	7.19499	7.6234	4.4601	7.9746	6.8194	6.92759	4.7073	6.74513	5.29155	8.6481	4.70883	4.95552	6.72783	8.39412	4.77016	7.02702	7.01031	4.71166	5.83217	7.02587	4.56158	5.34381	5.68474	5.78796	6.42681	6.72579	5.83062	6.11557	5.07533	5.47966	4.84041	6.45836	6.56244	5.93232	7.63876	7.88363	6.14966	8.50713	4.47185	5.53359	4.84094	5.64608	7.6532	8.6015	6.73989	7.11773	5.12272
alpha_rarefaction_307_7.txt	307	7	15.57642	10.97301	24.50834	8.92454	10.14626	34.02154	8.82197	8.83422	12.93893	7.9583	6.76428	7.26789	8.6644	6.01414	7.5023	8.0725	5.37813	7.12178	5.96822	4.905	4.37659	8.11039	4.99024	8.98237	4.90989	5.58772	7.88389	7.03041	6.60713	6.36872	6.7144	4.66859	4.98705	10.03021	4.86102	5.74911	6.04672	7.83808	6.40648	6.05306	7.61778	6.18385	5.86752	6.6322	6.00396	5.81786	6.0018	5.83705	6.72282	7.32387	6.15722	7.3975	4.40357	6.85045	3.59208	4.69956	7.6569	7.61814	5.15206	7.18821	5.21602
alpha_rarefaction_307_8.txt	307	8	15.25352	10.74708	28.58662	10.26836	10.72558	26.47614	9.2255	8.99665	10.60267	7.19429	10.15125	6.83852	9.36104	5.13754	6.02162	9.20562	5.25388	7.26951	6.5831	5.04089	4.38178	7.78863	6.19548	6.91046	5.07223	5.6025	7.8342	6.18542	5.61917	6.38698	6.76163	6.58311	5.19966	6.11597	5.89372	5.84883	5.83836	5.78582	7.9143	5.56677	7.77524	5.508	4.98173	6.26619	7.38781	5.72512	5.78348	5.50345	7.55986	9.20984	6.27539	7.02373	3.98751	6.85161	4.56568	6.51456	6.85782	6.67347	7.18302	6.80315	4.27178
