	SAMPLE_112509	SAMPLE_112508	SAMPLE_112525	SAMPLE_112524	SAMPLE_112522	SAMPLE_112521	SAMPLE_112520	SAMPLE_112501	SAMPLE_112500	SAMPLE_112503	SAMPLE_112502	SAMPLE_112505	SAMPLE_112504	SAMPLE_112507	SAMPLE_112506	SAMPLE_112488	SAMPLE_112489	SAMPLE_112533	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112478	SAMPLE_112538	SAMPLE_112527	SAMPLE_112526	SAMPLE_112530	SAMPLE_112531	SAMPLE_112518	SAMPLE_112519	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112512	SAMPLE_112513	SAMPLE_112510	SAMPLE_112511	SAMPLE_112516	SAMPLE_112514	SAMPLE_112515	SAMPLE_112475	SAMPLE_112474	SAMPLE_112477	SAMPLE_112476	SAMPLE_112529	SAMPLE_112499	SAMPLE_112498	SAMPLE_112497	SAMPLE_112496	SAMPLE_112495	SAMPLE_112528	SAMPLE_112493	SAMPLE_112492	SAMPLE_112491	SAMPLE_112490	SAMPLE_112532
SAMPLE_112506	0.294225045509	0.476093674366	0.261506648852	0.244409856793	0.2993069783	0.424319473224	0.319867861155	0.428991358322	0.38314514075	0.349237476897	0.289885467229	0.40083243304	0.467548184165	0.422195511863	0.0	0.512739243778	0.551124532832	0.52867529692	0.874571017857	0.617303603954	0.648753928979	0.749114540391	0.525098954442	0.575989959017	0.588645357779	0.52808900595	0.725908759038	0.583188394112	0.495555934195	0.522718977769	0.57319988049	0.189434238682	0.466080025082	0.347522672269	0.580025381169	0.403285289364	0.325613236426	0.618004503451	0.338248540485	0.387376802932	0.192963734628	0.223576695675	0.256625977235	0.308122526597	0.370887110154	0.67967280862	0.688569561214	0.630355181374	0.853129545937	0.595118826733	0.475883609346	0.448719588845	0.401878366194	0.528498864158	0.367844673776	0.467265884522	0.526424126376	0.541884904116	0.499460099851	0.499424524047	0.51477696534
SAMPLE_112488	0.561449018609	0.534687852913	0.562969038557	0.518277408915	0.552848265102	0.528462653587	0.473926984979	0.459292654114	0.39989738193	0.592675359214	0.536035095049	0.556963760507	0.441173516043	0.29647292008	0.512739243778	0.0	0.456825310639	0.510542718081	0.860787272745	0.568617320514	0.603758654797	0.725644456241	0.534389635789	0.513743530266	0.531620220971	0.566629137195	0.699106557785	0.650082926267	0.36205561803	0.408905135851	0.700387973424	0.531774719044	0.549352931373	0.555753330059	0.413028793342	0.384362825971	0.456566235589	0.508935922281	0.544002453864	0.577959175557	0.465191327713	0.462834828935	0.490111953673	0.54540003652	0.500965343915	0.641808995153	0.696902578895	0.539065476043	0.836252100407	0.499081900768	0.478624696534	0.613098183681	0.572669882224	0.541017733314	0.498710923748	0.593621103733	0.376623761701	0.430156158272	0.41600849533	0.453221853304	0.57497724558
SAMPLE_112489	0.510910907966	0.378359784104	0.623843374688	0.587876340468	0.494526901502	0.591591202535	0.52940527211	0.413620008839	0.441503783281	0.506042536642	0.447587024231	0.542039470096	0.477584568662	0.376793626143	0.551124532832	0.456825310639	0.0	0.408140403947	0.847575113506	0.588230296797	0.496987979335	0.66680569757	0.441687443438	0.487838183774	0.400637193316	0.500931703285	0.609743722438	0.600809750959	0.358806305309	0.365296560799	0.690451365814	0.60595693334	0.443369249493	0.620521265659	0.331757961891	0.372774950808	0.409947464025	0.519253213384	0.520652703984	0.63597404199	0.543759001008	0.512019463308	0.572725392963	0.506569056107	0.577927225373	0.541908220874	0.625997936464	0.514022678649	0.796443572531	0.402672368699	0.537374568159	0.515221914429	0.456123746402	0.398591970191	0.389700944216	0.548862640283	0.425742192097	0.406509137373	0.3169492017	0.404983022665	0.647673595839
SAMPLE_112533	0.439347766781	0.462419600964	0.569583344558	0.522062808905	0.493698929826	0.490414518212	0.52733400435	0.37517389764	0.553441427601	0.502111931174	0.468064685841	0.500166954616	0.43839268245	0.404299265832	0.52867529692	0.510542718081	0.408140403947	0.0	0.841952477019	0.610981646849	0.571636693134	0.681750198354	0.520963405171	0.48194987006	0.504255293982	0.518611363358	0.661949090448	0.49268719442	0.413545402449	0.330492716535	0.672157383726	0.532488657531	0.517359284824	0.541338150115	0.262209274612	0.37392188775	0.501961824706	0.317856235126	0.478880961616	0.52741805426	0.487579768903	0.530978343906	0.584291410048	0.485343612534	0.523921357485	0.636444254651	0.658899988956	0.516607363397	0.804925343848	0.406532777049	0.505415739234	0.490678770015	0.40793416174	0.510796233405	0.478642284628	0.580444177287	0.539579194546	0.408206509422	0.395797520889	0.429661558002	0.569943607311
SAMPLE_112480	0.87915543227	0.884406701069	0.875485794092	0.887858108173	0.880557160025	0.879176685732	0.882593392463	0.823626311737	0.890721826787	0.854352611876	0.864176614844	0.889220084355	0.883863151203	0.879739472545	0.874571017857	0.860787272745	0.847575113506	0.841952477019	0.0	0.732375996035	0.761253712932	0.636811880803	0.790092984758	0.776428398063	0.806491953676	0.766141631785	0.681527526442	0.903374847413	0.84740352983	0.860349452382	0.934311008697	0.888677288183	0.873030973576	0.881326252368	0.838805355533	0.848300032255	0.875096948961	0.834939181209	0.878379240798	0.90164227338	0.88212867457	0.888620068938	0.899897446368	0.875309357224	0.87537280172	0.736408147962	0.677808339938	0.78000690195	0.612791629911	0.847839195815	0.834247008451	0.86663988512	0.838625893669	0.895859744258	0.862143797258	0.857799129242	0.858664559815	0.855915640123	0.821853686506	0.838420862491	0.92684836268
SAMPLE_112481	0.607488839451	0.663494779188	0.675866849685	0.660229700302	0.629769394805	0.710549538323	0.690782703633	0.598184232871	0.709807507417	0.60613383248	0.595913243842	0.650992885972	0.668453028429	0.668570244318	0.617303603954	0.568617320514	0.588230296797	0.610981646849	0.732375996035	0.0	0.560528260382	0.458270391091	0.421517100401	0.486657794607	0.479804154037	0.3998969346	0.589274884012	0.755471842398	0.522007221439	0.592093938974	0.818782766516	0.664378809074	0.641110645585	0.694360472473	0.623638417143	0.5262373784	0.604954775683	0.57920407914	0.618813150538	0.726667548975	0.65908094985	0.667046659417	0.687951697009	0.611915795092	0.717075948127	0.517484128884	0.518187765452	0.480299967701	0.654906819077	0.575505688105	0.634701664509	0.590961529374	0.572109318098	0.696739039964	0.613029344725	0.624639614532	0.619119061443	0.637811186114	0.526867307591	0.511669218525	0.797244672507
SAMPLE_112482	0.618877411631	0.618445818768	0.605867854979	0.665835373725	0.628522330001	0.662700601602	0.65600830646	0.528943943851	0.685767186467	0.505308180559	0.592137965157	0.643973859518	0.652270405511	0.615521845594	0.648753928979	0.603758654797	0.496987979335	0.571636693134	0.761253712932	0.560528260382	0.0	0.61323620675	0.476781929379	0.440218115639	0.46624606329	0.485656617802	0.542433553727	0.722749367842	0.538194701819	0.57687060539	0.803480896944	0.674349633422	0.584589992192	0.662027185961	0.531987627398	0.504054121434	0.621952846078	0.588176515684	0.603110337638	0.699992162415	0.648259433335	0.669213073218	0.71378593745	0.618561735897	0.597417866928	0.318307782338	0.555259944482	0.524452683902	0.709147046689	0.562115587582	0.592540755162	0.633557705031	0.597029697209	0.637996304169	0.59030721239	0.604263193271	0.57181169	0.491909265769	0.523330607941	0.534051092605	0.768017848865
SAMPLE_112483	0.738593702939	0.717423807005	0.755908387697	0.777639719191	0.749165152536	0.779607860617	0.771649015683	0.682820048107	0.773901703325	0.689266986893	0.722115156062	0.766574186759	0.744952550852	0.7266827201	0.749114540391	0.725644456241	0.66680569757	0.681750198354	0.636811880803	0.458270391091	0.61323620675	0.0	0.532120290116	0.524631620994	0.590000797821	0.568032973712	0.5281413483	0.798500419184	0.693807937091	0.667013322026	0.845830973412	0.783174790271	0.73130488094	0.773801122691	0.682555296091	0.641750408187	0.719359282502	0.681125933621	0.738000813345	0.801385761584	0.759514469826	0.779399640016	0.786398245198	0.741785917493	0.73995671179	0.588056177267	0.523566851463	0.566235178201	0.598210676126	0.654407770391	0.73898623184	0.70706951729	0.68424691965	0.745897490022	0.714673039721	0.724604601638	0.684792606433	0.661686538958	0.653556126481	0.652598806538	0.83225151861
SAMPLE_112484	0.541805069836	0.572190921718	0.53959591268	0.592406845746	0.527010558934	0.665348878838	0.612519244039	0.520402139032	0.594290714777	0.494644609966	0.496152637294	0.586827357732	0.593052689673	0.558179926747	0.525098954442	0.534389635789	0.441687443438	0.520963405171	0.790092984758	0.421517100401	0.476781929379	0.532120290116	0.0	0.373804974438	0.405570023608	0.375958357123	0.540286352341	0.668930990573	0.479140114207	0.478222816982	0.749308703356	0.564762648862	0.570556441293	0.638765821816	0.495583509282	0.369983513769	0.465841650646	0.506827335075	0.538689954947	0.690177354108	0.607600205465	0.583180485361	0.568746094617	0.527808532041	0.601925530568	0.465743137122	0.465900249485	0.396929688405	0.72615438036	0.463959528789	0.557849557656	0.475857471552	0.432692927323	0.592497443227	0.475097446039	0.505423317605	0.507919370066	0.483349372599	0.386471271812	0.409117140911	0.745559798005
SAMPLE_112485	0.55251054071	0.561867298864	0.541769872906	0.619333990876	0.582457228123	0.629146219913	0.612710885888	0.491029921606	0.619100325481	0.448306648288	0.539710569326	0.606894181131	0.561571348705	0.521313055585	0.575989959017	0.513743530266	0.487838183774	0.48194987006	0.776428398063	0.486657794607	0.440218115639	0.524631620994	0.373804974438	0.0	0.476565564535	0.365345395777	0.509288221609	0.662980060312	0.495328718438	0.454579959137	0.780010765943	0.622089337375	0.585734542104	0.616369268615	0.479811504414	0.403474547783	0.508098458918	0.476724364318	0.566473193506	0.647024825272	0.565451744057	0.62789814454	0.616182159317	0.555841716968	0.491901630902	0.478158265893	0.547333078902	0.406383806929	0.717825190851	0.51953751296	0.580765589715	0.541707434638	0.457730009384	0.60136383265	0.519399817594	0.56870503433	0.497790237562	0.387261058051	0.417788519183	0.451677433219	0.703728910534
SAMPLE_112486	0.557347378823	0.537624503328	0.658045999269	0.629582772872	0.563192179444	0.607880018046	0.606337806525	0.435324858746	0.612268571741	0.537802636638	0.521362343354	0.563529999514	0.60744124903	0.530702838325	0.588645357779	0.531620220971	0.400637193316	0.504255293982	0.806491953676	0.479804154037	0.46624606329	0.590000797821	0.405570023608	0.476565564535	0.0	0.442551826874	0.55092903733	0.675350414979	0.448290490103	0.483026607244	0.756191336606	0.636689116825	0.514498068429	0.631056545436	0.42155020812	0.406457237124	0.539023139058	0.529534825045	0.534239220648	0.660127897872	0.591773141039	0.607346312276	0.669736666261	0.565538674344	0.652576486565	0.442062350504	0.53632345915	0.404503521081	0.747582213079	0.398125351344	0.552671984556	0.571901969128	0.518630413634	0.543143787089	0.51123648258	0.578623566584	0.48403312075	0.490475048812	0.420327780319	0.423119997683	0.71299348462
SAMPLE_112487	0.48182427502	0.596214811763	0.579505325387	0.553506058902	0.50367918214	0.610283501815	0.579376736787	0.480239738031	0.662653919576	0.494754865031	0.459675905043	0.526702580287	0.594897594535	0.559107676093	0.52808900595	0.566629137195	0.500931703285	0.518611363358	0.766141631785	0.3998969346	0.485656617802	0.568032973712	0.375958357123	0.365345395777	0.442551826874	0.0	0.563368237416	0.674578748493	0.467221498307	0.464895099786	0.797014534435	0.572399746992	0.553300146396	0.605028139971	0.511911412998	0.380475153851	0.509145396664	0.506872170526	0.485681250591	0.62935117816	0.578913442878	0.564482547288	0.611723597646	0.511770005039	0.645552454249	0.502378683196	0.529969386346	0.469138606122	0.719048239243	0.528294264508	0.54999621537	0.527375583017	0.452591243961	0.632303815062	0.516305096672	0.556237014169	0.564051329667	0.532212766967	0.34932088197	0.426516678678	0.71366706081
SAMPLE_112478	0.718462944993	0.709299294857	0.702245898765	0.754497856953	0.732912641781	0.759342837224	0.751152771254	0.659816632179	0.737608172792	0.645303234664	0.700100633121	0.756047270468	0.720841047926	0.700821691397	0.725908759038	0.699106557785	0.609743722438	0.661949090448	0.681527526442	0.589274884012	0.542433553727	0.5281413483	0.540286352341	0.509288221609	0.55092903733	0.563368237416	0.0	0.785691981073	0.656374515891	0.687795387312	0.842642994361	0.75597449867	0.716723253709	0.746426730047	0.643835276725	0.630166158674	0.702772652252	0.687647901269	0.729750394563	0.787325022501	0.732754563351	0.760479917368	0.760220911316	0.711954167833	0.679354759084	0.52595581294	0.397936996507	0.538328316586	0.569759056079	0.616510804933	0.716933392853	0.7057344959	0.656766053967	0.737313699536	0.673461812019	0.703873328441	0.668411997724	0.623499517702	0.598645367375	0.65441458057	0.821124570039
SAMPLE_112538	0.49298877339	0.458380005883	0.585027390166	0.580191012519	0.447602259089	0.540134815085	0.586607090696	0.639135472871	0.60219327788	0.566738387635	0.512159161851	0.488606545176	0.610904428886	0.553878538691	0.583188394112	0.650082926267	0.600809750959	0.49268719442	0.903374847413	0.755471842398	0.722749367842	0.798500419184	0.668930990573	0.662980060312	0.675350414979	0.674578748493	0.785691981073	0.0	0.590551742761	0.494600280645	0.570592595387	0.551853360074	0.529982802854	0.609939804153	0.524173988379	0.550361168047	0.546555335426	0.552465734697	0.510821234027	0.513248784892	0.595445729532	0.596359615859	0.553179756108	0.550360328713	0.626556410627	0.760750890235	0.800447946161	0.71535854653	0.876638157363	0.615294826878	0.674992370713	0.609764583092	0.58323790201	0.541580026622	0.588779984429	0.637853664906	0.668304633784	0.546483870179	0.616174975395	0.605028153133	0.4808755281
SAMPLE_112527	0.40362881205	0.477581435712	0.568527858998	0.484716184188	0.372911267742	0.595485368833	0.524532774087	0.424914181591	0.560730318048	0.39245255923	0.357531595249	0.38093992124	0.487761684732	0.411962036071	0.495555934195	0.36205561803	0.358806305309	0.413545402449	0.84740352983	0.522007221439	0.538194701819	0.693807937091	0.479140114207	0.495328718438	0.448290490103	0.467221498307	0.656374515891	0.590551742761	0.0	0.303287328801	0.733394609476	0.497235277734	0.497063764841	0.590367165298	0.350731172954	0.252719392282	0.348298727605	0.456103270875	0.371078695435	0.576294022614	0.507475636067	0.480000470141	0.472085915374	0.423700763048	0.586687681371	0.589172052736	0.62930403402	0.515146613598	0.807791362292	0.396138276802	0.369250626837	0.452100739476	0.416447906569	0.478953551419	0.293586679791	0.482013458577	0.480853627919	0.331513477908	0.28697360735	0.376398459878	0.63176219904
