10	k:Fungi,p:Basidiomycota(1.0000),c:Agaricomycetes(0.9967),o:Agaricales(0.9932),f:Psathyrellaceae(0.9675),g:Unknown_24371(0.9250),s:Unknown_11537	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Unknown_24371	+
11	k:Fungi,p:Zygomycota(1.0000),c:Unknown_27299(1.0000),o:Mucorales(1.0000),f:Pilobolaceae(0.9984),g:Pilobolus(0.9986),s:Pilobolus_kleinii	p:Zygomycota,c:Unknown_27299,o:Mucorales,f:Pilobolaceae,g:Pilobolus	+
12	k:Fungi,p:Basidiomycota(0.9999),c:Agaricomycetes(0.9967),o:Agaricales(0.9951),f:Psathyrellaceae(0.9446),g:Coprinopsis(0.9462),s:Coprinopsis_clastophylla	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	+
13	k:Fungi,p:Basidiomycota(0.9999),c:Agaricomycetes(0.9688),o:Agaricales(0.9411),f:Psathyrellaceae(0.8703),g:Coprinellus(0.7387),s:Coprinellus_heptemerus	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	+
14	k:Fungi,p:Ascomycota(0.9984),c:Pezizomycetes(0.9261),o:Pezizales(0.9140),f:Pyronemataceae(0.8426),g:Pseudaleuria(0.5056),s:Unknown_20245	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pseudaleuria	+
15	k:Fungi,p:Basidiomycota(0.9996),c:Agaricomycetes(0.9869),o:Agaricales(0.9758),f:Psathyrellaceae(0.8989),g:Coprinopsis(0.8422),s:Coprinopsis_stercorea	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	+
16	k:Fungi,p:Ascomycota(0.9975),c:Sordariomycetes(0.8480),o:Sordariales(0.7975),f:Lasiosphaeriaceae(0.6930),g:Podospora(0.3663),s:Unknown_13242	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	+
17	k:Fungi,p:Ascomycota(0.9864),c:Pezizomycetes(0.4820),o:Pezizales(0.2855),f:Ascobolaceae(0.1802),g:Ascobolus(0.0803),s:Unknown_16754	p:Ascomycota	+
18	k:Fungi,p:Ascomycota(1.0000),c:Sordariomycetes(0.9803),o:Microascales(0.9689),f:Microascaceae(0.9618),g:Unknown_23435(0.6558),s:Unknown_10137	p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Unknown_23435	+
19	k:Fungi,p:Ascomycota(0.9995),c:Sordariomycetes(0.9819),o:Hypocreales(0.9619),f:Unknown_23151(0.9160),g:Acremonium(0.9043),s:Acremonium_chrysogenum	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23151,g:Acremonium	+
20	k:Fungi,p:Ascomycota(0.7175),c:Pezizomycetes(0.1567),o:Pezizales(0.0689),f:Ascobolaceae(0.0300),g:Ascobolus(0.0128),s:Ascobolus_immersus	p:Ascomycota	+
21	k:Fungi,p:Ascomycota(0.9984),c:Sordariomycetes(0.9048),o:Sordariales(0.8822),f:Lasiosphaeriaceae(0.7927),g:Podospora(0.4591),s:Podospora_multipilosa	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	+
22	k:Fungi,p:Ascomycota(0.9980),c:Dothideomycetes(0.8622),o:Pleosporales(0.8187),f:Sporormiaceae(0.7595),g:Preussia(0.5288),s:Preussia_polymorpha	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	+
23	k:Fungi,p:Basidiomycota(0.2443),c:Microbotryomycetes(0.0660),o:Sporidiobolales(0.0353),f:Unknown_26516(0.0162),g:Rhodotorula(0.0070),s:Unknown_11797	*	+
24	k:Fungi,p:Ascomycota(0.7964),c:Eurotiomycetes(0.2020),o:Chaetothyriales(0.0858),f:Herpotrichiellaceae(0.0369),g:Phaeococcomyces(0.0157),s:Unknown_12413	p:Ascomycota	+
25	k:Fungi,p:Zygomycota(0.9999),c:Unknown_27299(0.9980),o:Mucorales(0.9967),f:Pilobolaceae(0.9918),g:Pilobolus(0.9971),s:Pilobolus_crystallinus	p:Zygomycota,c:Unknown_27299,o:Mucorales,f:Pilobolaceae,g:Pilobolus	+
26	k:Fungi,p:Ascomycota(0.9992),c:Dothideomycetes(0.9656),o:Pleosporales(0.9376),f:Sporormiaceae(0.9103),g:Sporormiella(0.5730),s:Sporormiella_minimoides	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella	+
27	k:Fungi,p:Ascomycota(0.9996),c:Pezizomycetes(0.9918),o:Pezizales(0.9932),f:Pezizaceae(0.8874),g:Unknown_22733(0.8008),s:Unknown_20756	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Unknown_22733	+
28	k:Fungi,p:Ascomycota(0.9864),c:Dothideomycetes(0.5072),o:Pleosporales(0.3286),f:Montagnulaceae(0.1802),g:Unknown_21889(0.0803),s:Unknown_18428	p:Ascomycota,c:Dothideomycetes	+
29	k:Fungi,p:Ascomycota(0.9578),c:Pezizomycetes(0.3049),o:Pezizales(0.1304),f:Pyronemataceae(0.0414),g:Pustularia(0.0180),s:Unknown_6136	p:Ascomycota	+
30	k:Fungi,p:Ascomycota(0.9993),c:Dothideomycetes(0.9672),o:Pleosporales(0.9411),f:Sporormiaceae(0.9160),g:Sporormiella(0.8215),s:Sporormiella_megalospora	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella	+
31	k:Fungi,p:Ascomycota(1.0000),c:Dothideomycetes(0.9656),o:Capnodiales(0.9376),f:Davidiellaceae(0.7761),g:Cladosporium(0.5937),s:Cladosporium_flabelliforme	p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium	+
32	k:Fungi,p:Ascomycota(0.9992),c:Sordariomycetes(0.9688),o:Sordariales(0.9446),f:Lasiosphaeriaceae(0.9218),g:Podospora(0.8836),s:Podospora_pleiospora	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	+
33	k:Fungi,p:Ascomycota(0.9991),c:Dothideomycetes(0.9705),o:Pleosporales(0.9376),f:Leptosphaeriaceae(0.8989),g:Unknown_21877(0.6765),s:Unknown_12988	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Unknown_21877	+
34	k:Fungi,p:Ascomycota(0.9999),c:Sordariomycetes(0.9737),o:Sordariales(0.9550),f:Lasiosphaeriaceae(0.9160),g:Unknown_23514(0.5730),s:Unknown_20870	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23514	+
35	k:Fungi,p:Ascomycota(0.9993),c:Pezizomycetes(0.9819),o:Pezizales(0.9723),f:Pyronemataceae(0.8588),g:Unknown_22801(0.6972),s:Unknown_13512	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Unknown_22801	+
36	k:Fungi,p:Ascomycota(0.9862),c:Pezizomycetes(0.5356),o:Pezizales(0.3717),f:Ascobolaceae(0.2519),g:Ascobolus(0.1219),s:Unknown_16754	p:Ascomycota,c:Pezizomycetes	+
37	k:Fungi,p:Zygomycota(1.0000),c:Unknown_27299(0.9918),o:Mucorales(0.9932),f:Mucoraceae(0.9849),g:Pilaira(0.9787),s:Pilaira_anomala	p:Zygomycota,c:Unknown_27299,o:Mucorales,f:Mucoraceae,g:Pilaira	+
38	k:Fungi,p:Ascomycota(0.9978),c:Sordariomycetes(0.8310),o:Microascales(0.7764),f:Microascaceae(0.6930),g:Scedosporium(0.2945),s:Scedosporium_prolificans	p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae	+
39	k:Fungi,p:Ascomycota(0.9996),c:Dothideomycetes(0.9803),o:Pleosporales(0.9689),f:Sporormiaceae(0.9618),g:Unknown_21984(0.9043),s:Unknown_9771	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Unknown_21984	+
40	k:Fungi,p:Basidiomycota(1.0000),c:Agaricomycetes(0.9951),o:Agaricales(0.9897),f:Agaricaceae(0.9332),g:Coprinus(0.9390),s:Coprinus_foetidellus	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Coprinus	+
41	k:Fungi,p:Basidiomycota(0.9999),c:Agaricomycetes(0.9688),o:Agaricales(0.9411),f:Psathyrellaceae(0.9103),g:Parasola(0.5937),s:Parasola_lilatincta	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola	+
42	k:Fungi,p:Basidiomycota(0.4020),c:Agaricomycetes(0.1113),o:Thelephorales(0.0521),f:Thelephoraceae(0.0231),g:Unknown_26192(0.0099),s:Unknown_201	*	+
43	k:Fungi,p:Ascomycota(1.0000),c:Dothideomycetes(0.9987),o:Pleosporales(0.9689),f:Pleosporaceae(0.9504),g:Chalastospora(0.6351),s:Chalastospora_ellipsoidea	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Chalastospora	+
44	k:Fungi,p:Ascomycota(0.9985),c:Dothideomycetes(0.9545),o:Pleosporales(0.9034),f:Montagnulaceae(0.8645),g:Paraphaeosphaeria(0.6972),s:Paraphaeosphaeria_pilleata	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Montagnulaceae,g:Paraphaeosphaeria	+
45	k:Fungi,p:Chytridiomycota(0.1654),c:Chytridiomycetes(0.0456),o:Rhizophydiales(0.0271),f:Rhizophydiaceae(0.0126),g:Rhizophydium(0.0055),s:Unknown_9921	*	+
46	k:Fungi,p:Ascomycota(0.9998),c:Saccharomycetes(0.9978),o:Saccharomycetales(0.9960),f:Unknown_22945(0.8760),g:Candida(0.7594),s:Candida_vadensis	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Unknown_22945,g:Candida	+
47	k:Fungi,p:Basidiomycota(0.0121),c:Agaricomycetes(0.0054),o:Boletales(0.0032),f:Paxillaceae(0.0017),g:Hydnomerulius(0.0006),s:Hydnomerulius_pinastri	*	+
48	k:Fungi,p:Ascomycota(0.9862),c:Dothideomycetes(0.3945),o:Pleosporales(0.1777),f:Pleosporaceae(0.0942),g:Pyrenophora(0.0420),s:Pyrenophora_tritici-repentis	p:Ascomycota	+
49	k:Fungi,p:Ascomycota(0.1654),c:Pezizomycetes(0.0456),o:Pezizales(0.0271),f:Pezizaceae(0.0126),g:Unknown_22728(0.0055),s:Unknown_20345	*	+
50	k:Fungi,p:Ascomycota(0.9998),c:Pezizomycetes(0.9978),o:Pezizales(0.9960),f:Pyronemataceae(0.8260),g:Unknown_22899(0.5937),s:Unknown_9091	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Unknown_22899	+
51	k:Fungi,p:Ascomycota(1.0000),c:Sordariomycetes(0.9403),o:Sordariales(0.9237),f:Sordariaceae(0.8874),g:Sordaria(0.6351),s:Sordaria_fimicola	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Sordaria	+
52	k:Fungi,p:Ascomycota(0.9992),c:Pezizomycetes(0.9803),o:Pezizales(0.9689),f:Ascobolaceae(0.9618),g:Ascobolus(0.4591),s:Ascobolus_furfuraceus	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae	+
53	k:Fungi,p:Ascomycota(0.9994),c:Dothideomycetes(0.9705),o:Pleosporales(0.9446),f:Sporormiaceae(0.9218),g:Unknown_21967(0.7594),s:Unknown_11585	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Unknown_21967	+
54	k:Fungi,p:Basidiomycota(1.0000),c:Agaricomycetes(0.9951),o:Agaricales(0.9932),f:Psathyrellaceae(0.9561),g:Coprinellus(0.9354),s:Coprinellus_congregatus	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	+
55	k:Fungi,p:Ascomycota(0.9996),c:Sordariomycetes(0.9190),o:Hypocreales(0.8928),f:Nectriaceae(0.8645),g:Fusarium(0.5056),s:Fusarium_concentricum	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	+
56	k:Fungi,p:Basidiomycota(1.0000),c:Agaricomycetes(0.9951),o:Agaricales(0.9951),f:Psathyrellaceae(0.9561),g:Coprinellus(0.9250),s:Coprinellus_brevisetulosus	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	+
57	k:Fungi,p:Basidiomycota(0.0005),c:Agaricomycetes(0.0005),o:Cantharellales(0.0002),f:Ceratobasidiaceae(0.0003),g:Rhizoctonia(0.0000),s:Unknown_14908	*	+
58	k:Fungi,p:Ascomycota(0.9971),c:Sordariomycetes(0.7431),o:Sordariales(0.6602),f:Lasiosphaeriaceae(0.4957),g:Podospora(0.2945),s:Unknown_20946	p:Ascomycota,c:Sordariomycetes,o:Sordariales	+
59	k:Fungi,p:Ascomycota(0.9995),c:Saccharomycetes(0.9885),o:Saccharomycetales(0.9862),f:Dipodascaceae(0.9832),g:Unknown_22969(0.4591),s:Unknown_6259	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae	+
60	k:Fungi,p:Basidiomycota(0.7175),c:Agaricomycetes(0.2020),o:Polyporales(0.0774),f:Polyporaceae(0.0334),g:Perenniporia(0.0142),s:Perenniporia_hainaniana	p:Basidiomycota	+
61	k:Protista,p:Cercozoa(0.9507),c:Unknown_27590(0.2020),o:Unknown_27591(0.0858),f:Unknown_27592(0.0369),g:Unknown_27593(0.0157),s:Unknown_12513	p:Cercozoa	+
62	k:Fungi,p:Ascomycota(0.4809),c:Dothideomycetes(0.1113),o:Botryosphaeriales(0.0521),f:Botryosphaeriaceae(0.0231),g:Sphaeropsis(0.0099),s:Sphaeropsis_sapinea	*	+
63	k:Fungi,p:Ascomycota(0.8752),c:Pezizomycetes(0.2020),o:Pezizales(0.0858),f:Ascobolaceae(0.0369),g:Unknown_22656(0.0157),s:Unknown_17130	p:Ascomycota	+
64	k:Fungi,p:Ascomycota(0.9791),c:Lecanoromycetes(0.3497),o:Peltigerales(0.1480),f:Lobariaceae(0.0689),g:Sticta(0.0325),s:Sticta_subscrobiculata	p:Ascomycota	+
65	k:Fungi,p:Chytridiomycota(0.1654),c:Chytridiomycetes(0.0456),o:Spizellomycetales(0.0271),f:Spizellomycetaceae(0.0126),g:Arkaya(0.0055),s:Arkaya_lepida	*	+
66	k:Fungi,p:Basidiomycota(0.9997),c:Microbotryomycetes(0.8310),o:Sporidiobolales(0.7764),f:Unknown_26516(0.6930),g:Rhodotorula(0.4824),s:Rhodotorula_minuta	p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Unknown_26516	+
67	k:Fungi,p:Ascomycota(0.9989),c:Dothideomycetes(0.9705),o:Pleosporales(0.8928),f:Unknown_21844(0.7595),g:Didymella(0.5730),s:Didymella_phacae	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21844,g:Didymella	+
68	k:Fungi,p:Ascomycota(0.9971),c:Eurotiomycetes(0.7578),o:Chaetothyriales(0.6859),f:Herpotrichiellaceae(0.5987),g:Cladophialophora(0.2945),s:Cladophialophora_immunda	p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	+
69	k:Fungi,p:Ascomycota(0.9991),c:Sordariomycetes(0.9048),o:Sordariales(0.8822),f:Lasiosphaeriaceae(0.8588),g:Unknown_23520(0.6972),s:Unknown_5827	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23520	+
70	k:Fungi,p:Neocallimastigomycota(0.9996),c:Neocallimastigomycetes(0.9951),o:Neocallimastigales(0.9953),f:Neocallimastigaceae(0.9867),g:Neocallimastix(0.5520),s:Neocallimastix_frontalis	p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Neocallimastix	+
71	k:Fungi,p:Ascomycota(0.9999),c:Leotiomycetes(0.9770),o:Helotiales(0.9515),f:Unknown_22493(0.9332),g:Pilidium(0.9390),s:Pilidium_concavum	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22493,g:Pilidium	+
72	k:Fungi,p:Basidiomycota(0.4809),c:Agaricomycetes(0.1340),o:Cantharellales(0.0605),f:Cantharellaceae(0.0265),g:Pterygellus(0.0113),s:Pterygellus_polymorphus	*	+
73	k:Fungi,p:Ascomycota(0.9938),c:Sordariomycetes(0.6992),o:Sordariales(0.5578),f:Chaetomiaceae(0.3236),g:Chaetomium(0.1665),s:Chaetomium_cupreum	p:Ascomycota,c:Sordariomycetes,o:Sordariales	+
74	k:Fungi,p:Ascomycota(0.9994),c:Sordariomycetes(0.9787),o:Hypocreales(0.9515),f:Unknown_23163(0.9103),g:Sarocladium(0.8836),s:Sarocladium_strictum	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23163,g:Sarocladium	+
75	k:Fungi,p:Basidiomycota(0.0121),c:Agaricomycetes(0.0054),o:Agaricales(0.0032),f:Inocybaceae(0.0017),g:Inocybe(0.0006),s:Unknown_1883	*	+
76	k:Fungi,p:Basidiomycota(0.9999),c:Tremellomycetes(0.9980),o:Tremellales(0.9967),f:Unknown_26548(0.9918),g:Cryptococcus(0.9971),s:Cryptococcus_victoriae	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26548,g:Cryptococcus	+
77	k:Fungi,p:Basidiomycota(1.0000),c:Agaricomycetes(0.9688),o:Agaricales(0.9342),f:Psathyrellaceae(0.8093),g:Coprinopsis(0.6351),s:Unknown_17394	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	+
78	k:Fungi,p:Ascomycota(0.9999),c:Sordariomycetes(0.9705),o:Unknown_23034(0.8928),f:Plectosphaerellaceae(0.8645),g:Plectosphaerella(0.7180),s:Unknown_14688	p:Ascomycota,c:Sordariomycetes,o:Unknown_23034,f:Plectosphaerellaceae,g:Plectosphaerella	+
79	k:Fungi,p:Ascomycota(0.9993),c:Dothideomycetes(0.9688),o:Pleosporales(0.9446),f:Sporormiaceae(0.9218),g:Unknown_21977(0.7594),s:Unknown_2853	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Unknown_21977	+
80	k:Fungi,p:Basidiomycota(0.1654),c:Agaricomycetes(0.0322),o:Agaricales(0.0191),f:Marasmiaceae(0.0090),g:Marasmius(0.0039),s:Unknown_2938	*	+
81	k:Fungi,p:Ascomycota(0.0522),c:Sordariomycetes(0.0188),o:Hypocreales(0.0112),f:Hypocreaceae(0.0053),g:Trichoderma(0.0022),s:Trichoderma_longibrachiatum	*	+
82	k:Fungi,p:Ascomycota(1.0000),c:Dothideomycetes(0.9987),o:Pleosporales(0.9987),f:Pleosporaceae(0.9561),g:Stemphylium(0.7801),s:Stemphylium_herbarum	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Stemphylium	+
83	k:Fungi,p:Basidiomycota(0.0924),c:Agaricomycetes(0.0322),o:Cantharellales(0.0191),f:Cantharellaceae(0.0090),g:Pterygellus(0.0039),s:Pterygellus_polymorphus	*	+
84	k:Fungi,p:Ascomycota(0.9991),c:Dothideomycetes(0.9754),o:Pleosporales(0.9550),f:Cucurbitariaceae(0.8760),g:Pyrenochaetopsis(0.7594),s:Pyrenochaetopsis_leptospora	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaetopsis	+
85	k:Fungi,p:Zygomycota(0.9991),c:Unknown_27299(0.9754),o:Mucorales(0.9585),f:Pilobolaceae(0.9446),g:Pilobolus(0.9462),s:Unknown_8213	p:Zygomycota,c:Unknown_27299,o:Mucorales,f:Pilobolaceae,g:Pilobolus	+
86	k:Fungi,p:Ascomycota(0.9984),c:Eurotiomycetes(0.8906),o:Chaetothyriales(0.8611),f:Chaetothyriaceae(0.6597),g:Cyphellophora(0.4359),s:Cyphellophora_europaea	p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae	+
87	k:Fungi,p:Ascomycota(0.9977),c:Dothideomycetes(0.8480),o:Pleosporales(0.7371),f:Phaeosphaeriaceae(0.5987),g:Stagonospora(0.3663),s:Stagonospora_pseudovitensis	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	+
88	k:Fungi,p:Ascomycota(1.0000),c:Sordariomycetes(0.9688),o:Hypocreales(0.9446),f:Nectriaceae(0.9218),g:Fusarium(0.6351),s:Fusarium_oxysporum	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	+
89	k:Fungi,p:Basidiomycota(0.9976),c:Tremellomycetes(0.8551),o:Tremellales(0.7552),f:Unknown_26548(0.4614),g:Cryptococcus(0.2689),s:Unknown_1799	p:Basidiomycota,c:Tremellomycetes,o:Tremellales	+
90	k:Fungi,p:Ascomycota(1.0000),c:Leotiomycetes(0.9672),o:Helotiales(0.9411),f:Sclerotiniaceae(0.8989),g:Botryotinia(0.5520),s:Botryotinia_fuckeliana	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Botryotinia	+
91	k:Fungi,p:Ascomycota(0.9991),c:Sordariomycetes(0.9737),o:Sordariales(0.9550),f:Lasiosphaeriaceae(0.8931),g:Podospora(0.7180),s:Podospora_communis	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	+
92	k:Fungi,p:Basidiomycota(0.9984),c:Tremellomycetes(0.8977),o:Holtermanniales(0.8611),f:Unknown_26541(0.8260),g:Holtermannia(0.6558),s:Holtermannia_corniformis	p:Basidiomycota,c:Tremellomycetes,o:Holtermanniales,f:Unknown_26541,g:Holtermannia	+
93	k:Fungi,p:Ascomycota(0.9982),c:Dothideomycetes(0.8310),o:Pleosporales(0.7764),f:Sporormiaceae(0.6930),g:Preussia(0.4824),s:Preussia_terricola	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	+
94	k:Fungi,p:Chytridiomycota(0.2443),c:Chytridiomycetes(0.0660),o:Spizellomycetales(0.0353),f:Spizellomycetaceae(0.0162),g:Arkaya(0.0070),s:Arkaya_lepida	*	+
95	k:Fungi,p:Ascomycota(0.9994),c:Sordariomycetes(0.9819),o:Sordariales(0.9723),f:Lasiosphaeriaceae(0.9160),g:Podospora(0.8629),s:Unknown_15236	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	+
96	k:Fungi,p:Ascomycota(0.9993),c:Saccharomycetes(0.9836),o:Saccharomycetales(0.9758),f:Unknown_22959(0.6431),g:Wickerhamomyces(0.4127),s:Wickerhamomyces_rabaulensis	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Unknown_22959	+
97	k:Fungi,p:Chytridiomycota(0.2443),c:Chytridiomycetes(0.0660),o:Spizellomycetales(0.0353),f:Spizellomycetaceae(0.0162),g:Arkaya(0.0070),s:Arkaya_lepida	*	+
98	k:Fungi,p:Ascomycota(0.9952),c:Dothideomycetes(0.6238),o:Pleosporales(0.5009),f:Sporormiaceae(0.3236),g:Sporormiella(0.1665),s:Sporormiella_minimoides	p:Ascomycota,c:Dothideomycetes,o:Pleosporales	+
99	k:Fungi,p:Basidiomycota(0.4809),c:Microbotryomycetes(0.1340),o:Sporidiobolales(0.0605),f:Unknown_26517(0.0265),g:Sporobolomyces(0.0113),s:Sporobolomyces_dracophylli	*	+
100	k:Fungi,p:Ascomycota(0.9996),c:Dothideomycetes(0.8906),o:Pleosporales(0.8611),f:Sporormiaceae(0.8260),g:Unknown_21984(0.4591),s:Unknown_9771	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	+
101	k:Fungi,p:Ascomycota(0.9975),c:Taphrinomycetes(0.8622),o:Taphrinales(0.8187),f:Protomycetaceae(0.7429),g:Protomyces(0.5520),s:Protomyces_inouyei	p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	+
102	k:Protista,p:Cercozoa(0.2443),c:Unknown_27594(0.0456),o:Unknown_27595(0.0271),f:Unknown_27596(0.0126),g:Unknown_27597(0.0055),s:Unknown_1291	*	+
103	k:Fungi,p:Ascomycota(0.9993),c:Dothideomycetes(0.9672),o:Pleosporales(0.9411),f:Sporormiaceae(0.9103),g:Preussia(0.7387),s:Preussia_minipascua	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	+
