OTU ID	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538	taxonomy	TaxonomyUsearch	
1218	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	SINTAX;k:Fungi
1220	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	UTAX;k:Fungi,p:Ascomycota
1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata
1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota
1227	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21844,g:Didymella	FJ515608;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Calophoma,s:Calophoma complanata
1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	p:Ascomycota,c:Dothideomycetes	SINTAX;k:Fungi,p:Ascomycota
1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1231	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata
1233	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota
1236	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Unknown_21654,o:Unknown_21655	SINTAX;k:Fungi,p:Ascomycota
1238	0	0	0	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales	SINTAX;k:Fungi
1240	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Zygomycota	SINTAX;k:Fungi
1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1244	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota
1249	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Zygomycota,c:Unknown_27296,o:Mucorales,f:Mucoraceae,g:Unknown_27297	JN206070;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus
1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	UTAX;k:Fungi,p:Ascomycota
1252	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Unknown_25157	KF698741;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia
1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21864	KF428672;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
1255	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Cercozoa,c:Unknown_27746	SINTAX;k:Protista,p:Cercozoa
1256	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	p:Basidiomycota,c:Agaricostilbomycetes	FJ237134;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Kurtzmanomyces
1257	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22493,g:Pilidium	HM030633;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium
1259	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Didymella,s:Didymella fabae
1260	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota
1261	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis	FJ571478;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis
1264	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	UTAX;k:Fungi,p:Ascomycota
1267	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi,p:Basidiomycota
1269	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Unknown_27431,c:Unknown_27432,o:Unknown_27433,f:Unknown_27434	SINTAX;k:Plantae
1271	4	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella	DQ389665;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella potteri
1273	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	16	0	1	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	SINTAX;k:Fungi,p:Ascomycota
1274	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	8	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Unknown_23202	EU711180;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium
1276	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	p:Ascomycota,c:Unknown_21339	SINTAX;k:Fungi,p:Ascomycota
1277	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Dichostereum	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Dichostereum,s:Dichostereum durum
1279	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1281	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1283	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	UTAX;k:Fungi,p:Ascomycota
1285	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata
1292	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	1	0	p:Ascomycota,c:Dothideomycetes	SINTAX;k:Fungi,p:Ascomycota
1293	0	10	0	0	0	0	2	3	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Capnodiales	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
1297	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21862	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1298	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1301	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes
1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi
1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Thelebolales	SINTAX;k:Fungi,p:Ascomycota
1308	0	18	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22462	GU212389;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora
1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi,p:Ascomycota
1315	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Glomeromycota	SINTAX;k:Fungi
1316	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	SINTAX;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
1318	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	SINTAX;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus immersus
1319	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1324	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1331	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	SINTAX;k:Fungi
1332	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales	UTAX;k:Fungi,p:Ascomycota
1334	16	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1335	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Unknown_22846	HQ829414;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
1336	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Unknown_21912	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
1338	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi
1340	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1341	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Leucosporidium	UTAX;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae
1349	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi
1352	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
1361	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1363	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Unknown_23482	UTAX;k:Fungi,p:Ascomycota
1364	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota	SINTAX;k:Fungi
1368	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Chytridiomycota	SINTAX;k:Fungi
1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes	SINTAX;k:Fungi
1372	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota	SINTAX;k:Fungi
1379	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	JF747136;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala psychrophila
